glacier ctd utc-9,glacier ctd WT deg C,datetime,glacier,wolv wt cor fDOM QSE (of +1 data),glacier raw fDOM QSU
9/2/21 18:45,0.86,9/2/21 18:45,0.48,0.39,-0.52
9/2/21 19:00,0.77,9/2/21 19:00,0.48,0.39,-0.52
9/2/21 19:15,0.79,9/2/21 19:15,0.5,0.4,-0.5
9/2/21 19:30,0.78,9/2/21 19:30,0.52,0.42,-0.48
9/2/21 19:45,0.8,9/2/21 19:45,0.5,0.4,-0.5
9/2/21 20:00,0.77,9/2/21 20:00,0.5,0.4,-0.5
9/2/21 20:15,0.76,9/2/21 20:15,0.49,0.39,-0.51
9/2/21 20:30,0.76,9/2/21 20:30,0.45,0.36,-0.55
9/2/21 20:45,0.74,9/2/21 20:45,0.47,0.38,-0.53
9/2/21 21:00,0.76,9/2/21 21:00,0.49,0.39,-0.51
9/2/21 21:15,0.72,9/2/21 21:15,0.51,0.41,-0.49
9/2/21 21:30,0.74,9/2/21 21:30,0.49,0.39,-0.51
9/2/21 21:45,0.76,9/2/21 21:45,0.48,0.39,-0.52
9/2/21 22:00,0.76,9/2/21 22:00,0.52,0.42,-0.48
9/2/21 22:15,0.77,9/2/21 22:15,0.51,0.41,-0.49
9/2/21 22:30,0.77,9/2/21 22:30,0.53,0.43,-0.47
9/2/21 22:45,0.8,9/2/21 22:45,0.54,0.43,-0.46
9/2/21 23:00,0.81,9/2/21 23:00,0.51,0.41,-0.49
9/2/21 23:15,0.83,9/2/21 23:15,0.52,0.42,-0.48
9/2/21 23:30,0.83,9/2/21 23:30,0.56,0.45,-0.44
9/2/21 23:45,0.8,9/2/21 23:45,0.52,0.42,-0.48
9/3/21 0:00,0.79,9/3/21 0:00,0.48,0.39,-0.52
9/3/21 0:15,0.78,9/3/21 0:15,0.51,0.41,-0.49
9/3/21 0:30,0.83,9/3/21 0:30,0.54,0.43,-0.46
9/3/21 0:45,0.89,9/3/21 0:45,0.54,0.44,-0.46
9/3/21 1:00,0.87,9/3/21 1:00,0.53,0.43,-0.47
9/3/21 1:15,0.85,9/3/21 1:15,0.53,0.43,-0.47
9/3/21 1:30,0.82,9/3/21 1:30,0.53,0.43,-0.47
9/3/21 1:45,0.79,9/3/21 1:45,0.51,0.41,-0.49
9/3/21 2:00,0.79,9/3/21 2:00,0.52,0.42,-0.48
9/3/21 2:15,0.83,9/3/21 2:15,0.53,0.43,-0.47
9/3/21 2:30,0.84,9/3/21 2:30,0.53,0.43,-0.47
9/3/21 2:45,0.83,9/3/21 2:45,0.61,0.49,-0.39
9/3/21 3:00,0.78,9/3/21 3:00,0.54,0.43,-0.46
9/3/21 3:15,0.78,9/3/21 3:15,0.55,0.44,-0.45
9/3/21 3:30,0.82,9/3/21 3:30,0.52,0.42,-0.48
9/3/21 3:45,0.83,9/3/21 3:45,0.53,0.43,-0.47
9/3/21 4:00,0.8,9/3/21 4:00,0.51,0.41,-0.49
9/3/21 4:15,0.78,9/3/21 4:15,0.54,0.43,-0.46
9/3/21 4:30,0.79,9/3/21 4:30,0.54,0.43,-0.46
9/3/21 4:45,0.86,9/3/21 4:45,0.54,0.43,-0.46
9/3/21 5:00,0.92,9/3/21 5:00,0.52,0.42,-0.48
9/3/21 5:15,0.86,9/3/21 5:15,0.53,0.43,-0.47
9/3/21 5:30,0.84,9/3/21 5:30,0.56,0.45,-0.44
9/3/21 5:45,0.82,9/3/21 5:45,0.54,0.43,-0.46
9/3/21 6:00,0.83,9/3/21 6:00,0.54,0.43,-0.46
9/3/21 6:15,0.84,9/3/21 6:15,0.6,0.48,-0.4
9/3/21 6:30,0.85,9/3/21 6:30,0.55,0.44,-0.45
9/3/21 6:45,0.85,9/3/21 6:45,0.54,0.43,-0.46
9/3/21 7:00,0.85,9/3/21 7:00,0.6,0.48,-0.4
9/3/21 7:15,0.86,9/3/21 7:15,0.55,0.44,-0.45
9/3/21 7:30,0.9,9/3/21 7:30,0.58,0.47,-0.42
9/3/21 7:45,0.84,9/3/21 7:45,0.58,0.47,-0.42
9/3/21 8:00,0.88,9/3/21 8:00,0.57,0.46,-0.43
9/3/21 8:15,0.95,9/3/21 8:15,0.57,0.46,-0.43
9/3/21 8:30,0.92,9/3/21 8:30,0.57,0.46,-0.43
9/3/21 8:45,0.99,9/3/21 8:45,0.58,0.47,-0.42
9/3/21 9:00,0.98,9/3/21 9:00,0.57,0.46,-0.43
9/3/21 9:15,0.96,9/3/21 9:15,0.55,0.44,-0.45
9/3/21 9:30,0.98,9/3/21 9:30,0.6,0.48,-0.4
9/3/21 9:45,1.03,9/3/21 9:45,0.56,0.45,-0.44
9/3/21 10:00,1.1,9/3/21 10:00,0.54,0.44,-0.46
9/3/21 10:15,1.1,9/3/21 10:15,0.56,0.45,-0.44
9/3/21 10:30,1.23,9/3/21 10:30,0.54,0.44,-0.46
9/3/21 10:45,1.14,9/3/21 10:45,0.57,0.46,-0.43
9/3/21 11:00,1.17,9/3/21 11:00,0.6,0.48,-0.4
9/3/21 11:15,1.14,9/3/21 11:15,0.57,0.46,-0.43
9/3/21 11:30,1.22,9/3/21 11:30,0.54,0.44,-0.46
9/3/21 11:45,1.17,9/3/21 11:45,0.59,0.48,-0.41
9/3/21 12:00,1.18,9/3/21 12:00,0.58,0.47,-0.42
9/3/21 12:15,1.18,9/3/21 12:15,0.59,0.48,-0.41
9/3/21 12:30,1.18,9/3/21 12:30,0.57,0.46,-0.43
9/3/21 12:45,1.22,9/3/21 12:45,0.58,0.47,-0.42
9/3/21 13:00,1.26,9/3/21 13:00,0.53,0.43,-0.47
9/3/21 13:15,1.34,9/3/21 13:15,0.57,0.46,-0.43
9/3/21 13:30,1.37,9/3/21 13:30,0.53,0.43,-0.47
9/3/21 13:45,1.37,9/3/21 13:45,0.57,0.46,-0.43
9/3/21 14:00,1.34,9/3/21 14:00,0.56,0.45,-0.44
9/3/21 14:15,1.27,9/3/21 14:15,0.57,0.46,-0.43
9/3/21 14:30,1.56,9/3/21 14:30,0.55,0.45,-0.45
9/3/21 14:45,1.38,9/3/21 14:45,0.57,0.46,-0.43
9/3/21 15:00,1.32,9/3/21 15:00,0.55,0.44,-0.45
9/3/21 15:15,1.32,9/3/21 15:15,0.53,0.43,-0.47
9/3/21 15:30,1.35,9/3/21 15:30,0.54,0.44,-0.46
9/3/21 15:45,1.33,9/3/21 15:45,0.53,0.43,-0.47
9/3/21 16:00,1.37,9/3/21 16:00,0.55,0.44,-0.45
9/3/21 16:15,1.37,9/3/21 16:15,0.51,0.41,-0.49
9/3/21 16:30,1.29,9/3/21 16:30,0.54,0.44,-0.46
9/3/21 16:45,1.29,9/3/21 16:45,0.54,0.44,-0.46
9/3/21 17:00,1.26,9/3/21 17:00,0.54,0.44,-0.46
9/3/21 17:15,1.24,9/3/21 17:15,0.53,0.43,-0.47
9/3/21 17:30,1.24,9/3/21 17:30,0.53,0.43,-0.47
9/3/21 17:45,1.17,9/3/21 17:45,0.54,0.44,-0.46
9/3/21 18:00,1.09,9/3/21 18:00,0.55,0.44,-0.45
9/3/21 18:15,1.08,9/3/21 18:15,0.53,0.43,-0.47
9/3/21 18:30,1.02,9/3/21 18:30,0.54,0.44,-0.46
9/3/21 18:45,1.02,9/3/21 18:45,0.56,0.45,-0.44
9/3/21 19:00,1.06,9/3/21 19:00,0.53,0.43,-0.47
9/3/21 19:15,1.07,9/3/21 19:15,0.54,0.44,-0.46
9/3/21 19:30,0.95,9/3/21 19:30,0.57,0.46,-0.43
9/3/21 19:45,0.98,9/3/21 19:45,0.55,0.44,-0.45
9/3/21 20:00,1.03,9/3/21 20:00,0.54,0.44,-0.46
9/3/21 20:15,1.03,9/3/21 20:15,0.57,0.46,-0.43
9/3/21 20:30,0.94,9/3/21 20:30,0.56,0.45,-0.44
9/3/21 20:45,0.97,9/3/21 20:45,0.55,0.44,-0.45
9/3/21 21:00,0.91,9/3/21 21:00,0.52,0.42,-0.48
9/3/21 21:15,0.93,9/3/21 21:15,0.57,0.46,-0.43
9/3/21 21:30,0.91,9/3/21 21:30,0.56,0.45,-0.44
9/3/21 21:45,0.93,9/3/21 21:45,0.56,0.45,-0.44
9/3/21 22:00,0.93,9/3/21 22:00,0.55,0.44,-0.45
9/3/21 22:15,0.92,9/3/21 22:15,0.58,0.47,-0.42
9/3/21 22:30,0.9,9/3/21 22:30,0.54,0.44,-0.46
9/3/21 22:45,0.92,9/3/21 22:45,0.54,0.44,-0.46
9/3/21 23:00,0.92,9/3/21 23:00,0.55,0.44,-0.45
9/3/21 23:15,0.9,9/3/21 23:15,0.55,0.44,-0.45
9/3/21 23:30,0.87,9/3/21 23:30,0.54,0.44,-0.46
9/3/21 23:45,0.82,9/3/21 23:45,0.56,0.45,-0.44
9/4/21 0:00,0.86,9/4/21 0:00,0.57,0.46,-0.43
9/4/21 0:15,0.87,9/4/21 0:15,0.53,0.43,-0.47
9/4/21 0:30,0.85,9/4/21 0:30,0.55,0.44,-0.45
9/4/21 0:45,0.79,9/4/21 0:45,0.55,0.44,-0.45
9/4/21 1:00,0.77,9/4/21 1:00,0.56,0.45,-0.44
9/4/21 1:15,0.78,9/4/21 1:15,0.55,0.44,-0.45
9/4/21 1:30,0.79,9/4/21 1:30,0.56,0.45,-0.44
9/4/21 1:45,0.77,9/4/21 1:45,0.55,0.44,-0.45
9/4/21 2:00,0.78,9/4/21 2:00,0.58,0.47,-0.42
9/4/21 2:15,0.79,9/4/21 2:15,0.6,0.48,-0.4
9/4/21 2:30,0.79,9/4/21 2:30,0.56,0.45,-0.44
9/4/21 2:45,0.78,9/4/21 2:45,0.55,0.44,-0.45
9/4/21 3:00,0.77,9/4/21 3:00,0.58,0.47,-0.42
9/4/21 3:15,0.76,9/4/21 3:15,0.54,0.43,-0.46
9/4/21 3:30,0.77,9/4/21 3:30,0.58,0.47,-0.42
9/4/21 3:45,0.75,9/4/21 3:45,0.55,0.44,-0.45
9/4/21 4:00,0.75,9/4/21 4:00,0.54,0.43,-0.46
9/4/21 4:15,0.76,9/4/21 4:15,0.55,0.44,-0.45
9/4/21 4:30,0.76,9/4/21 4:30,0.6,0.48,-0.4
9/4/21 4:45,0.77,9/4/21 4:45,0.56,0.45,-0.44
9/4/21 5:00,0.78,9/4/21 5:00,0.62,0.5,-0.38
9/4/21 5:15,0.78,9/4/21 5:15,0.59,0.47,-0.41
9/4/21 5:30,0.79,9/4/21 5:30,0.59,0.47,-0.41
9/4/21 5:45,0.79,9/4/21 5:45,0.61,0.49,-0.39
9/4/21 6:00,0.79,9/4/21 6:00,0.6,0.48,-0.4
9/4/21 6:15,0.77,9/4/21 6:15,0.59,0.47,-0.41
9/4/21 6:30,0.82,9/4/21 6:30,0.58,0.47,-0.42
9/4/21 6:45,0.84,9/4/21 6:45,0.6,0.48,-0.4
9/4/21 7:00,0.85,9/4/21 7:00,0.61,0.49,-0.39
9/4/21 7:15,0.85,9/4/21 7:15,0.6,0.48,-0.4
9/4/21 7:30,0.88,9/4/21 7:30,0.6,0.48,-0.4
9/4/21 7:45,0.88,9/4/21 7:45,0.6,0.48,-0.4
9/4/21 8:00,0.92,9/4/21 8:00,0.58,0.47,-0.42
9/4/21 8:15,0.94,9/4/21 8:15,0.58,0.47,-0.42
9/4/21 8:30,0.95,9/4/21 8:30,0.56,0.45,-0.44
9/4/21 8:45,0.94,9/4/21 8:45,0.57,0.46,-0.43
9/4/21 9:00,0.97,9/4/21 9:00,0.6,0.48,-0.4
9/4/21 9:15,0.97,9/4/21 9:15,0.58,0.47,-0.42
9/4/21 9:30,1.17,9/4/21 9:30,0.55,0.44,-0.45
9/4/21 9:45,1.31,9/4/21 9:45,0.55,0.44,-0.45
9/4/21 10:00,1.21,9/4/21 10:00,0.6,0.48,-0.4
9/4/21 10:15,1.14,9/4/21 10:15,0.55,0.44,-0.45
9/4/21 10:30,1.13,9/4/21 10:30,0.57,0.46,-0.43
9/4/21 10:45,1.15,9/4/21 10:45,0.55,0.44,-0.45
9/4/21 11:00,1.14,9/4/21 11:00,0.56,0.45,-0.44
9/4/21 11:15,1.15,9/4/21 11:15,0.55,0.44,-0.45
9/4/21 11:30,1.18,9/4/21 11:30,0.56,0.45,-0.44
9/4/21 11:45,1.19,9/4/21 11:45,0.55,0.44,-0.45
9/4/21 12:00,1.18,9/4/21 12:00,0.55,0.44,-0.45
9/4/21 12:15,1.22,9/4/21 12:15,0.54,0.44,-0.46
9/4/21 12:30,1.24,9/4/21 12:30,0.56,0.45,-0.44
9/4/21 12:45,1.23,9/4/21 12:45,0.56,0.45,-0.44
9/4/21 13:00,1.23,9/4/21 13:00,0.53,0.43,-0.47
9/4/21 13:15,1.25,9/4/21 13:15,0.56,0.45,-0.44
9/4/21 13:30,1.28,9/4/21 13:30,0.59,0.48,-0.41
9/4/21 13:45,1.27,9/4/21 13:45,0.55,0.44,-0.45
9/4/21 14:00,1.28,9/4/21 14:00,0.54,0.44,-0.46
9/4/21 14:15,1.21,9/4/21 14:15,0.55,0.44,-0.45
9/4/21 14:30,1.2,9/4/21 14:30,0.49,0.4,-0.51
9/4/21 14:45,1.19,9/4/21 14:45,0.52,0.42,-0.48
9/4/21 15:00,1.18,9/4/21 15:00,0.54,0.44,-0.46
9/4/21 15:15,1.17,9/4/21 15:15,0.52,0.42,-0.48
9/4/21 15:30,1.16,9/4/21 15:30,0.56,0.45,-0.44
9/4/21 15:45,1.19,9/4/21 15:45,0.54,0.44,-0.46
9/4/21 16:00,1.25,9/4/21 16:00,0.52,0.42,-0.48
9/4/21 16:15,1.18,9/4/21 16:15,0.53,0.43,-0.47
9/4/21 16:30,1.1,9/4/21 16:30,0.57,0.46,-0.43
9/4/21 16:45,1.1,9/4/21 16:45,0.53,0.43,-0.47
9/4/21 17:00,1.1,9/4/21 17:00,0.57,0.46,-0.43
9/4/21 17:15,1.1,9/4/21 17:15,0.54,0.44,-0.46
9/4/21 17:30,1,9/4/21 17:30,0.53,0.43,-0.47
9/4/21 17:45,0.96,9/4/21 17:45,0.5,0.4,-0.5
9/4/21 18:00,0.94,9/4/21 18:00,0.53,0.43,-0.47
9/4/21 18:15,0.96,9/4/21 18:15,0.54,0.44,-0.46
9/4/21 18:30,0.96,9/4/21 18:30,0.54,0.44,-0.46
9/4/21 18:45,0.94,9/4/21 18:45,0.5,0.4,-0.5
9/4/21 19:00,0.91,9/4/21 19:00,0.59,0.48,-0.41
9/4/21 19:15,0.9,9/4/21 19:15,0.52,0.42,-0.48
9/4/21 19:30,0.9,9/4/21 19:30,0.54,0.44,-0.46
9/4/21 19:45,0.88,9/4/21 19:45,0.54,0.44,-0.46
9/4/21 20:00,0.87,9/4/21 20:00,0.52,0.42,-0.48
9/4/21 20:15,0.86,9/4/21 20:15,0.56,0.45,-0.44
9/4/21 20:30,0.82,9/4/21 20:30,0.53,0.43,-0.47
9/4/21 20:45,0.82,9/4/21 20:45,0.54,0.43,-0.46
9/4/21 21:00,0.81,9/4/21 21:00,0.56,0.45,-0.44
9/4/21 21:15,0.78,9/4/21 21:15,0.52,0.42,-0.48
9/4/21 21:30,0.75,9/4/21 21:30,0.54,0.43,-0.46
9/4/21 21:45,0.66,9/4/21 21:45,0.54,0.43,-0.46
9/4/21 22:00,0.66,9/4/21 22:00,0.57,0.46,-0.43
9/4/21 22:15,0.67,9/4/21 22:15,0.56,0.45,-0.44
9/4/21 22:30,0.62,9/4/21 22:30,0.54,0.43,-0.46
9/4/21 22:45,0.62,9/4/21 22:45,0.56,0.45,-0.44
9/4/21 23:00,0.66,9/4/21 23:00,0.56,0.45,-0.44
9/4/21 23:15,0.61,9/4/21 23:15,0.58,0.47,-0.42
9/4/21 23:30,0.57,9/4/21 23:30,0.58,0.47,-0.42
9/4/21 23:45,0.55,9/4/21 23:45,0.6,0.48,-0.4
9/5/21 0:00,0.55,9/5/21 0:00,0.53,0.43,-0.47
9/5/21 0:15,0.54,9/5/21 0:15,0.56,0.45,-0.44
9/5/21 0:30,0.53,9/5/21 0:30,0.57,0.46,-0.43
9/5/21 0:45,0.54,9/5/21 0:45,0.58,0.47,-0.42
9/5/21 1:00,0.51,9/5/21 1:00,0.57,0.46,-0.43
9/5/21 1:15,0.53,9/5/21 1:15,0.58,0.47,-0.42
9/5/21 1:30,0.51,9/5/21 1:30,0.57,0.46,-0.43
9/5/21 1:45,0.5,9/5/21 1:45,0.59,0.47,-0.41
9/5/21 2:00,0.48,9/5/21 2:00,0.56,0.45,-0.44
9/5/21 2:15,0.52,9/5/21 2:15,0.58,0.47,-0.42
9/5/21 2:30,0.5,9/5/21 2:30,0.56,0.45,-0.44
9/5/21 2:45,0.48,9/5/21 2:45,0.57,0.46,-0.43
9/5/21 3:00,0.45,9/5/21 3:00,0.59,0.47,-0.41
9/5/21 3:15,0.43,9/5/21 3:15,0.62,0.5,-0.38
9/5/21 3:30,0.42,9/5/21 3:30,0.55,0.44,-0.45
9/5/21 3:45,0.4,9/5/21 3:45,0.6,0.48,-0.4
9/5/21 4:00,0.4,9/5/21 4:00,0.59,0.47,-0.41
9/5/21 4:15,0.43,9/5/21 4:15,0.61,0.49,-0.39
9/5/21 4:30,0.37,9/5/21 4:30,0.6,0.48,-0.4
9/5/21 4:45,0.32,9/5/21 4:45,0.61,0.49,-0.39
9/5/21 5:00,0.33,9/5/21 5:00,0.61,0.49,-0.39
9/5/21 5:15,0.35,9/5/21 5:15,0.6,0.48,-0.4
9/5/21 5:30,0.35,9/5/21 5:30,0.61,0.49,-0.39
9/5/21 5:45,0.36,9/5/21 5:45,0.61,0.49,-0.39
9/5/21 6:00,0.35,9/5/21 6:00,0.64,0.51,-0.36
9/5/21 6:15,0.34,9/5/21 6:15,0.6,0.48,-0.4
9/5/21 6:30,0.34,9/5/21 6:30,0.62,0.5,-0.38
9/5/21 6:45,0.33,9/5/21 6:45,0.6,0.48,-0.4
9/5/21 7:00,0.33,9/5/21 7:00,0.62,0.5,-0.38
9/5/21 7:15,0.34,9/5/21 7:15,0.58,0.47,-0.42
9/5/21 7:30,0.35,9/5/21 7:30,0.61,0.49,-0.39
9/5/21 7:45,0.35,9/5/21 7:45,0.61,0.49,-0.39
9/5/21 8:00,0.38,9/5/21 8:00,0.61,0.49,-0.39
9/5/21 8:15,0.37,9/5/21 8:15,0.62,0.5,-0.38
9/5/21 8:30,0.37,9/5/21 8:30,0.57,0.46,-0.43
9/5/21 8:45,0.38,9/5/21 8:45,0.59,0.47,-0.41
9/5/21 9:00,0.6,9/5/21 9:00,0.58,0.47,-0.42
9/5/21 9:15,0.56,9/5/21 9:15,0.58,0.47,-0.42
9/5/21 9:30,0.86,9/5/21 9:30,0.55,0.44,-0.45
9/5/21 9:45,0.9,9/5/21 9:45,0.56,0.45,-0.44
9/5/21 10:00,1.06,9/5/21 10:00,0.58,0.47,-0.42
9/5/21 10:15,1.29,9/5/21 10:15,0.58,0.47,-0.42
9/5/21 10:30,1.42,9/5/21 10:30,0.56,0.45,-0.44
9/5/21 10:45,1.39,9/5/21 10:45,0.54,0.44,-0.46
9/5/21 11:00,1.51,9/5/21 11:00,0.52,0.42,-0.48
9/5/21 11:15,1.67,9/5/21 11:15,0.5,0.41,-0.5
9/5/21 11:30,1.4,9/5/21 11:30,0.54,0.44,-0.46
9/5/21 11:45,1.43,9/5/21 11:45,0.57,0.46,-0.43
9/5/21 12:00,1.66,9/5/21 12:00,0.51,0.41,-0.49
9/5/21 12:15,1.63,9/5/21 12:15,0.58,0.47,-0.42
9/5/21 12:30,1.59,9/5/21 12:30,0.58,0.47,-0.42
9/5/21 12:45,1.51,9/5/21 12:45,0.58,0.47,-0.42
9/5/21 13:00,1.59,9/5/21 13:00,0.6,0.49,-0.4
9/5/21 13:15,1.6,9/5/21 13:15,0.6,0.49,-0.4
9/5/21 13:30,1.49,9/5/21 13:30,0.6,0.49,-0.4
9/5/21 13:45,1.4,9/5/21 13:45,0.64,0.52,-0.36
9/5/21 14:00,1.45,9/5/21 14:00,0.62,0.5,-0.38
9/5/21 14:15,1.44,9/5/21 14:15,0.59,0.48,-0.41
9/5/21 14:30,1.46,9/5/21 14:30,0.59,0.48,-0.41
9/5/21 14:45,1.44,9/5/21 14:45,0.57,0.46,-0.43
9/5/21 15:00,1.41,9/5/21 15:00,0.58,0.47,-0.42
9/5/21 15:15,1.37,9/5/21 15:15,0.57,0.46,-0.43
9/5/21 15:30,1.36,9/5/21 15:30,0.56,0.45,-0.44
9/5/21 15:45,1.29,9/5/21 15:45,0.61,0.49,-0.39
9/5/21 16:00,1.22,9/5/21 16:00,0.57,0.46,-0.43
9/5/21 16:15,1.2,9/5/21 16:15,0.52,0.42,-0.48
9/5/21 16:30,1.2,9/5/21 16:30,0.61,0.49,-0.39
9/5/21 16:45,1.23,9/5/21 16:45,0.58,0.47,-0.42
9/5/21 17:00,1.22,9/5/21 17:00,0.57,0.46,-0.43
9/5/21 17:15,1.2,9/5/21 17:15,0.59,0.48,-0.41
9/5/21 17:30,1.21,9/5/21 17:30,0.59,0.48,-0.41
9/5/21 17:45,1.19,9/5/21 17:45,0.56,0.45,-0.44
9/5/21 18:00,1.09,9/5/21 18:00,0.58,0.47,-0.42
9/5/21 18:15,1.05,9/5/21 18:15,0.56,0.45,-0.44
9/5/21 18:30,1.06,9/5/21 18:30,0.57,0.46,-0.43
9/5/21 18:45,1.01,9/5/21 18:45,0.57,0.46,-0.43
9/5/21 19:00,1.18,9/5/21 19:00,0.55,0.44,-0.45
9/5/21 19:15,1,9/5/21 19:15,0.57,0.46,-0.43
9/5/21 19:30,1.02,9/5/21 19:30,0.57,0.46,-0.43
9/5/21 19:45,0.96,9/5/21 19:45,0.55,0.44,-0.45
9/5/21 20:00,0.92,9/5/21 20:00,0.56,0.45,-0.44
9/5/21 20:15,0.94,9/5/21 20:15,0.56,0.45,-0.44
9/5/21 20:30,0.91,9/5/21 20:30,0.59,0.48,-0.41
9/5/21 20:45,0.9,9/5/21 20:45,0.57,0.46,-0.43
9/5/21 21:00,0.96,9/5/21 21:00,0.57,0.46,-0.43
9/5/21 21:15,0.86,9/5/21 21:15,0.58,0.47,-0.42
9/5/21 21:30,0.82,9/5/21 21:30,0.57,0.46,-0.43
9/5/21 21:45,0.82,9/5/21 21:45,0.6,0.48,-0.4
9/5/21 22:00,0.81,9/5/21 22:00,0.57,0.46,-0.43
9/5/21 22:15,0.8,9/5/21 22:15,0.61,0.49,-0.39
9/5/21 22:30,0.8,9/5/21 22:30,0.6,0.48,-0.4
9/5/21 22:45,0.79,9/5/21 22:45,0.59,0.48,-0.41
9/5/21 23:00,0.74,9/5/21 23:00,0.59,0.47,-0.41
9/5/21 23:15,0.72,9/5/21 23:15,0.58,0.47,-0.42
9/5/21 23:30,0.73,9/5/21 23:30,0.57,0.46,-0.43
9/5/21 23:45,0.73,9/5/21 23:45,0.56,0.45,-0.44
9/6/21 0:00,0.72,9/6/21 0:00,0.59,0.47,-0.41
9/6/21 0:15,0.71,9/6/21 0:15,0.58,0.47,-0.42
9/6/21 0:30,0.71,9/6/21 0:30,0.59,0.47,-0.41
9/6/21 0:45,0.72,9/6/21 0:45,0.61,0.49,-0.39
9/6/21 1:00,0.71,9/6/21 1:00,0.58,0.47,-0.42
9/6/21 1:15,0.7,9/6/21 1:15,0.6,0.48,-0.4
9/6/21 1:30,0.68,9/6/21 1:30,0.57,0.46,-0.43
9/6/21 1:45,0.68,9/6/21 1:45,0.59,0.47,-0.41
9/6/21 2:00,0.69,9/6/21 2:00,0.58,0.47,-0.42
9/6/21 2:15,0.71,9/6/21 2:15,0.58,0.47,-0.42
9/6/21 2:30,0.68,9/6/21 2:30,0.55,0.44,-0.45
9/6/21 2:45,0.67,9/6/21 2:45,0.58,0.47,-0.42
9/6/21 3:00,0.68,9/6/21 3:00,0.56,0.45,-0.44
9/6/21 3:15,0.68,9/6/21 3:15,0.6,0.48,-0.4
9/6/21 3:30,0.67,9/6/21 3:30,0.59,0.47,-0.41
9/6/21 3:45,0.72,9/6/21 3:45,0.58,0.47,-0.42
9/6/21 4:00,0.7,9/6/21 4:00,0.61,0.49,-0.39
9/6/21 4:15,0.68,9/6/21 4:15,0.62,0.5,-0.38
9/6/21 4:30,0.66,9/6/21 4:30,0.6,0.48,-0.4
9/6/21 4:45,0.7,9/6/21 4:45,0.6,0.48,-0.4
9/6/21 5:00,0.67,9/6/21 5:00,0.58,0.47,-0.42
9/6/21 5:15,0.68,9/6/21 5:15,0.59,0.47,-0.41
9/6/21 5:30,0.68,9/6/21 5:30,0.57,0.46,-0.43
9/6/21 5:45,0.67,9/6/21 5:45,0.59,0.47,-0.41
9/6/21 6:00,0.65,9/6/21 6:00,0.56,0.45,-0.44
9/6/21 6:15,0.64,9/6/21 6:15,0.6,0.48,-0.4
9/6/21 6:30,0.64,9/6/21 6:30,0.61,0.49,-0.39
9/6/21 6:45,0.67,9/6/21 6:45,0.6,0.48,-0.4
9/6/21 7:00,0.65,9/6/21 7:00,0.62,0.5,-0.38
9/6/21 7:15,0.68,9/6/21 7:15,0.57,0.46,-0.43
9/6/21 7:30,0.73,9/6/21 7:30,0.59,0.47,-0.41
9/6/21 7:45,0.77,9/6/21 7:45,0.58,0.47,-0.42
9/6/21 8:00,0.75,9/6/21 8:00,0.58,0.47,-0.42
9/6/21 8:15,0.72,9/6/21 8:15,0.58,0.47,-0.42
9/6/21 8:30,0.77,9/6/21 8:30,0.61,0.49,-0.39
9/6/21 8:45,0.78,9/6/21 8:45,0.57,0.46,-0.43
9/6/21 9:00,0.82,9/6/21 9:00,0.6,0.48,-0.4
9/6/21 9:15,0.87,9/6/21 9:15,0.57,0.46,-0.43
9/6/21 9:30,0.97,9/6/21 9:30,0.6,0.48,-0.4
9/6/21 9:45,0.98,9/6/21 9:45,0.59,0.48,-0.41
9/6/21 10:00,1.14,9/6/21 10:00,0.61,0.49,-0.39
9/6/21 10:15,1.14,9/6/21 10:15,0.56,0.45,-0.44
9/6/21 10:30,1.07,9/6/21 10:30,0.58,0.47,-0.42
9/6/21 10:45,1.27,9/6/21 10:45,0.62,0.5,-0.38
9/6/21 11:00,1.11,9/6/21 11:00,0.61,0.49,-0.39
9/6/21 11:15,1.06,9/6/21 11:15,0.59,0.48,-0.41
9/6/21 11:30,1.1,9/6/21 11:30,0.61,0.49,-0.39
9/6/21 11:45,1.31,9/6/21 11:45,0.58,0.47,-0.42
9/6/21 12:00,1.3,9/6/21 12:00,0.58,0.47,-0.42
9/6/21 12:15,1.06,9/6/21 12:15,0.56,0.45,-0.44
9/6/21 12:30,1.09,9/6/21 12:30,0.62,0.5,-0.38
9/6/21 12:45,1.07,9/6/21 12:45,0.59,0.48,-0.41
9/6/21 13:00,1.08,9/6/21 13:00,0.59,0.48,-0.41
9/6/21 13:15,1.02,9/6/21 13:15,0.61,0.49,-0.39
9/6/21 13:30,1.03,9/6/21 13:30,0.56,0.45,-0.44
9/6/21 13:45,1.03,9/6/21 13:45,0.61,0.49,-0.39
9/6/21 14:00,1.03,9/6/21 14:00,0.59,0.48,-0.41
9/6/21 14:15,1.01,9/6/21 14:15,0.59,0.48,-0.41
9/6/21 14:30,1.07,9/6/21 14:30,0.65,0.52,-0.35
9/6/21 14:45,1.17,9/6/21 14:45,0.57,0.46,-0.43
9/6/21 15:00,1.23,9/6/21 15:00,0.55,0.44,-0.45
9/6/21 15:15,1.26,9/6/21 15:15,0.59,0.48,-0.41
9/6/21 15:30,1.28,9/6/21 15:30,0.57,0.46,-0.43
9/6/21 15:45,1.33,9/6/21 15:45,0.57,0.46,-0.43
9/6/21 16:00,1.26,9/6/21 16:00,0.56,0.45,-0.44
9/6/21 16:15,1.25,9/6/21 16:15,0.57,0.46,-0.43
9/6/21 16:30,1.25,9/6/21 16:30,0.54,0.44,-0.46
