glacier ctd utc-9,glacier ctd WT deg C,datetime,glacier,wolv wt cor fDOM QSE (of +1 data),glacier raw fDOM QSU
7/21/21 15:15,0.01,7/21/21 15:15,0.44,0.35,-0.56
7/21/21 15:30,0.02,7/21/21 15:30,0.45,0.36,-0.55
7/21/21 15:45,0.01,7/21/21 15:45,0.43,0.34,-0.57
7/21/21 16:00,0.02,7/21/21 16:00,0.42,0.34,-0.58
7/21/21 16:15,0.02,7/21/21 16:15,0.46,0.37,-0.54
7/21/21 16:30,0.02,7/21/21 16:30,0.42,0.34,-0.58
7/21/21 16:45,0.02,7/21/21 16:45,0.45,0.36,-0.55
7/21/21 17:00,0,7/21/21 17:00,0.46,0.37,-0.54
7/21/21 17:15,0.02,7/21/21 17:15,0.42,0.34,-0.58
7/21/21 17:30,0.01,7/21/21 17:30,0.44,0.35,-0.56
7/21/21 17:45,0,7/21/21 17:45,0.41,0.33,-0.59
7/21/21 18:00,0.01,7/21/21 18:00,0.43,0.34,-0.57
7/21/21 18:15,0.01,7/21/21 18:15,0.45,0.36,-0.55
7/21/21 18:30,0,7/21/21 18:30,0.45,0.36,-0.55
7/21/21 18:45,0,7/21/21 18:45,0.44,0.35,-0.56
7/21/21 19:00,0,7/21/21 19:00,0.43,0.34,-0.57
7/21/21 19:15,0.01,7/21/21 19:15,0.45,0.36,-0.55
7/21/21 19:30,0.01,7/21/21 19:30,0.43,0.34,-0.57
7/21/21 19:45,0,7/21/21 19:45,0.43,0.34,-0.57
7/21/21 20:00,0,7/21/21 20:00,0.44,0.35,-0.56
7/21/21 20:15,0,7/21/21 20:15,0.45,0.36,-0.55
7/21/21 20:30,0.01,7/21/21 20:30,0.4,0.32,-0.6
7/21/21 20:45,0,7/21/21 20:45,0.42,0.34,-0.58
7/21/21 21:00,0,7/21/21 21:00,0.41,0.33,-0.59
7/21/21 21:15,0,7/21/21 21:15,0.41,0.33,-0.59
7/21/21 21:30,0,7/21/21 21:30,0.41,0.33,-0.59
7/21/21 21:45,0.01,7/21/21 21:45,0.41,0.33,-0.59
7/21/21 22:00,-0.01,7/21/21 22:00,0.42,0.34,-0.58
7/21/21 22:15,0,7/21/21 22:15,0.41,0.33,-0.59
7/21/21 22:30,0.01,7/21/21 22:30,0.42,0.34,-0.58
7/21/21 22:45,0.01,7/21/21 22:45,0.41,0.33,-0.59
7/21/21 23:00,0.01,7/21/21 23:00,0.44,0.35,-0.56
7/21/21 23:15,-0.01,7/21/21 23:15,0.43,0.34,-0.57
7/21/21 23:30,0,7/21/21 23:30,0.45,0.36,-0.55
7/21/21 23:45,0.01,7/21/21 23:45,0.43,0.34,-0.57
7/22/21 0:00,0,7/22/21 0:00,0.42,0.34,-0.58
7/22/21 0:15,0,7/22/21 0:15,0.41,0.33,-0.59
7/22/21 0:30,0,7/22/21 0:30,0.44,0.35,-0.56
7/22/21 0:45,0,7/22/21 0:45,0.42,0.34,-0.58
7/22/21 1:00,0.01,7/22/21 1:00,0.4,0.32,-0.6
7/22/21 1:15,0,7/22/21 1:15,0.42,0.34,-0.58
7/22/21 1:30,0,7/22/21 1:30,0.44,0.35,-0.56
7/22/21 1:45,0,7/22/21 1:45,0.45,0.36,-0.55
7/22/21 2:00,0.01,7/22/21 2:00,0.42,0.34,-0.58
7/22/21 2:15,0.01,7/22/21 2:15,0.43,0.34,-0.57
7/22/21 2:30,0.01,7/22/21 2:30,0.39,0.31,-0.61
7/22/21 2:45,0,7/22/21 2:45,0.44,0.35,-0.56
7/22/21 3:00,0,7/22/21 3:00,0.42,0.34,-0.58
7/22/21 3:15,0,7/22/21 3:15,0.4,0.32,-0.6
7/22/21 3:30,-0.01,7/22/21 3:30,0.46,0.37,-0.54
7/22/21 3:45,0.01,7/22/21 3:45,0.4,0.32,-0.6
7/22/21 4:00,0,7/22/21 4:00,0.41,0.33,-0.59
7/22/21 4:15,-0.01,7/22/21 4:15,0.43,0.34,-0.57
7/22/21 4:30,-0.01,7/22/21 4:30,0.44,0.35,-0.56
7/22/21 4:45,0,7/22/21 4:45,0.41,0.33,-0.59
7/22/21 5:00,-0.01,7/22/21 5:00,0.4,0.32,-0.6
7/22/21 5:15,0,7/22/21 5:15,0.43,0.34,-0.57
7/22/21 5:30,0,7/22/21 5:30,0.42,0.34,-0.58
7/22/21 5:45,0,7/22/21 5:45,0.44,0.35,-0.56
7/22/21 6:00,0,7/22/21 6:00,0.41,0.33,-0.59
7/22/21 6:15,-0.01,7/22/21 6:15,0.43,0.34,-0.57
7/22/21 6:30,0,7/22/21 6:30,0.42,0.34,-0.58
7/22/21 6:45,0,7/22/21 6:45,0.45,0.36,-0.55
7/22/21 7:00,0,7/22/21 7:00,0.4,0.32,-0.6
7/22/21 7:15,0,7/22/21 7:15,0.41,0.33,-0.59
7/22/21 7:30,0,7/22/21 7:30,0.44,0.35,-0.56
7/22/21 7:45,0,7/22/21 7:45,0.44,0.35,-0.56
7/22/21 8:00,0,7/22/21 8:00,0.43,0.34,-0.57
7/22/21 8:15,0,7/22/21 8:15,0.45,0.36,-0.55
7/22/21 8:30,0.01,7/22/21 8:30,0.42,0.34,-0.58
7/22/21 8:45,0.01,7/22/21 8:45,0.42,0.34,-0.58
7/22/21 9:00,0.01,7/22/21 9:00,0.38,0.3,-0.62
7/22/21 9:15,0.01,7/22/21 9:15,0.42,0.34,-0.58
7/22/21 9:30,0.02,7/22/21 9:30,0.43,0.34,-0.57
7/22/21 9:45,0.02,7/22/21 9:45,0.43,0.34,-0.57
7/22/21 10:00,0.01,7/22/21 10:00,0.4,0.32,-0.6
7/22/21 10:15,0.02,7/22/21 10:15,0.41,0.33,-0.59
7/22/21 10:30,0.02,7/22/21 10:30,0.41,0.33,-0.59
7/22/21 10:45,0.03,7/22/21 10:45,0.44,0.35,-0.56
7/22/21 11:00,0.03,7/22/21 11:00,0.4,0.32,-0.6
7/22/21 11:15,0.04,7/22/21 11:15,0.43,0.34,-0.57
7/22/21 11:30,0.05,7/22/21 11:30,0.4,0.32,-0.6
7/22/21 11:45,0.05,7/22/21 11:45,0.41,0.33,-0.59
7/22/21 12:00,0.02,7/22/21 12:00,0.43,0.34,-0.57
7/22/21 12:15,0.01,7/22/21 12:15,0.42,0.34,-0.58
7/22/21 12:30,0.01,7/22/21 12:30,0.42,0.34,-0.58
7/22/21 12:45,0.02,7/22/21 12:45,0.42,0.34,-0.58
7/22/21 13:00,0.01,7/22/21 13:00,0.43,0.34,-0.57
7/22/21 13:15,0.02,7/22/21 13:15,0.44,0.35,-0.56
7/22/21 13:30,0.01,7/22/21 13:30,0.41,0.33,-0.59
7/22/21 13:45,0.01,7/22/21 13:45,0.43,0.34,-0.57
7/22/21 14:00,0.02,7/22/21 14:00,0.39,0.31,-0.61
7/22/21 14:15,0.01,7/22/21 14:15,0.41,0.33,-0.59
7/22/21 14:30,0.02,7/22/21 14:30,0.43,0.34,-0.57
7/22/21 14:45,0.02,7/22/21 14:45,0.43,0.34,-0.57
7/22/21 15:00,0.01,7/22/21 15:00,0.41,0.33,-0.59
7/22/21 15:15,0.01,7/22/21 15:15,0.43,0.34,-0.57
7/22/21 15:30,0.01,7/22/21 15:30,0.43,0.34,-0.57
7/22/21 15:45,0.01,7/22/21 15:45,0.46,0.37,-0.54
7/22/21 16:00,0,7/22/21 16:00,0.43,0.34,-0.57
7/22/21 16:15,0,7/22/21 16:15,0.45,0.36,-0.55
7/22/21 16:30,0.02,7/22/21 16:30,0.41,0.33,-0.59
7/22/21 16:45,0.01,7/22/21 16:45,0.4,0.32,-0.6
7/22/21 17:00,0.01,7/22/21 17:00,0.41,0.33,-0.59
7/22/21 17:15,0.01,7/22/21 17:15,0.42,0.34,-0.58
7/22/21 17:30,0.01,7/22/21 17:30,0.41,0.33,-0.59
7/22/21 17:45,0.01,7/22/21 17:45,0.41,0.33,-0.59
7/22/21 18:00,0.01,7/22/21 18:00,0.42,0.34,-0.58
7/22/21 18:15,0.02,7/22/21 18:15,0.41,0.33,-0.59
7/22/21 18:30,0.02,7/22/21 18:30,0.42,0.34,-0.58
7/22/21 18:45,0.01,7/22/21 18:45,0.45,0.36,-0.55
7/22/21 19:00,0.01,7/22/21 19:00,0.41,0.33,-0.59
7/22/21 19:15,0.01,7/22/21 19:15,0.42,0.34,-0.58
7/22/21 19:30,0.01,7/22/21 19:30,0.42,0.34,-0.58
7/22/21 19:45,0.01,7/22/21 19:45,0.43,0.34,-0.57
7/22/21 20:00,0,7/22/21 20:00,0.43,0.34,-0.57
7/22/21 20:15,0,7/22/21 20:15,0.43,0.34,-0.57
7/22/21 20:30,0.01,7/22/21 20:30,0.43,0.34,-0.57
7/22/21 20:45,0,7/22/21 20:45,0.42,0.34,-0.58
7/22/21 21:00,0,7/22/21 21:00,0.41,0.33,-0.59
7/22/21 21:15,0,7/22/21 21:15,0.44,0.35,-0.56
7/22/21 21:30,0,7/22/21 21:30,0.4,0.32,-0.6
7/22/21 21:45,0,7/22/21 21:45,0.44,0.35,-0.56
7/22/21 22:00,0,7/22/21 22:00,0.43,0.34,-0.57
7/22/21 22:15,0.01,7/22/21 22:15,0.43,0.34,-0.57
7/22/21 22:30,0,7/22/21 22:30,0.42,0.34,-0.58
7/22/21 22:45,0.01,7/22/21 22:45,0.45,0.36,-0.55
7/22/21 23:00,0.02,7/22/21 23:00,0.42,0.34,-0.58
7/22/21 23:15,0.01,7/22/21 23:15,0.43,0.34,-0.57
7/22/21 23:30,0.01,7/22/21 23:30,0.38,0.3,-0.62
7/22/21 23:45,0.01,7/22/21 23:45,0.44,0.35,-0.56
7/23/21 0:00,0.01,7/23/21 0:00,0.44,0.35,-0.56
7/23/21 0:15,0.01,7/23/21 0:15,0.43,0.34,-0.57
7/23/21 0:30,0,7/23/21 0:30,0.42,0.34,-0.58
7/23/21 0:45,0.01,7/23/21 0:45,0.39,0.31,-0.61
7/23/21 1:00,0.01,7/23/21 1:00,0.46,0.37,-0.54
7/23/21 1:15,0.01,7/23/21 1:15,0.43,0.34,-0.57
7/23/21 1:30,0,7/23/21 1:30,0.44,0.35,-0.56
7/23/21 1:45,0.01,7/23/21 1:45,0.42,0.34,-0.58
7/23/21 2:00,0.01,7/23/21 2:00,0.44,0.35,-0.56
7/23/21 2:15,0.01,7/23/21 2:15,0.43,0.34,-0.57
7/23/21 2:30,0,7/23/21 2:30,0.43,0.34,-0.57
7/23/21 2:45,0.01,7/23/21 2:45,0.41,0.33,-0.59
7/23/21 3:00,0.01,7/23/21 3:00,0.42,0.34,-0.58
7/23/21 3:15,0.01,7/23/21 3:15,0.42,0.34,-0.58
7/23/21 3:30,0,7/23/21 3:30,0.44,0.35,-0.56
7/23/21 3:45,0.01,7/23/21 3:45,0.42,0.34,-0.58
7/23/21 4:00,0.01,7/23/21 4:00,0.42,0.34,-0.58
7/23/21 4:15,0,7/23/21 4:15,0.42,0.34,-0.58
7/23/21 4:30,0,7/23/21 4:30,0.44,0.35,-0.56
7/23/21 4:45,0.01,7/23/21 4:45,0.44,0.35,-0.56
7/23/21 5:00,0,7/23/21 5:00,0.42,0.34,-0.58
7/23/21 5:15,0,7/23/21 5:15,0.43,0.34,-0.57
7/23/21 5:30,0.01,7/23/21 5:30,0.39,0.31,-0.61
7/23/21 5:45,0.01,7/23/21 5:45,0.41,0.33,-0.59
7/23/21 6:00,0.01,7/23/21 6:00,0.42,0.34,-0.58
7/23/21 6:15,0.01,7/23/21 6:15,0.42,0.34,-0.58
7/23/21 6:30,0.01,7/23/21 6:30,0.4,0.32,-0.6
7/23/21 6:45,0.02,7/23/21 6:45,0.42,0.34,-0.58
7/23/21 7:00,0.01,7/23/21 7:00,0.43,0.34,-0.57
7/23/21 7:15,0.01,7/23/21 7:15,0.42,0.34,-0.58
7/23/21 7:30,0.01,7/23/21 7:30,0.4,0.32,-0.6
7/23/21 7:45,0.02,7/23/21 7:45,0.41,0.33,-0.59
7/23/21 8:00,0.02,7/23/21 8:00,0.4,0.32,-0.6
7/23/21 8:15,0.01,7/23/21 8:15,0.45,0.36,-0.55
7/23/21 8:30,0.03,7/23/21 8:30,0.42,0.34,-0.58
7/23/21 8:45,0.02,7/23/21 8:45,0.42,0.34,-0.58
7/23/21 9:00,0.04,7/23/21 9:00,0.43,0.34,-0.57
7/23/21 9:15,0.05,7/23/21 9:15,0.42,0.34,-0.58
7/23/21 9:30,0.03,7/23/21 9:30,0.41,0.33,-0.59
7/23/21 9:45,0.02,7/23/21 9:45,0.43,0.34,-0.57
7/23/21 10:00,0.03,7/23/21 10:00,0.41,0.33,-0.59
7/23/21 10:15,0.04,7/23/21 10:15,0.43,0.34,-0.57
7/23/21 10:30,0.03,7/23/21 10:30,0.4,0.32,-0.6
7/23/21 10:45,0.04,7/23/21 10:45,0.42,0.34,-0.58
7/23/21 11:00,0.02,7/23/21 11:00,0.44,0.35,-0.56
7/23/21 11:15,0.03,7/23/21 11:15,0.43,0.34,-0.57
7/23/21 11:30,0.02,7/23/21 11:30,0.41,0.33,-0.59
7/23/21 11:45,0.02,7/23/21 11:45,0.41,0.33,-0.59
7/23/21 12:00,0.04,7/23/21 12:00,0.43,0.34,-0.57
7/23/21 12:15,0.04,7/23/21 12:15,0.42,0.34,-0.58
7/23/21 12:30,0.03,7/23/21 12:30,0.44,0.35,-0.56
7/23/21 12:45,0.02,7/23/21 12:45,0.41,0.33,-0.59
7/23/21 13:00,0.04,7/23/21 13:00,0.41,0.33,-0.59
7/23/21 13:15,0.04,7/23/21 13:15,0.41,0.33,-0.59
7/23/21 13:30,0.03,7/23/21 13:30,0.38,0.3,-0.62
7/23/21 13:45,0.03,7/23/21 13:45,0.41,0.33,-0.59
7/23/21 14:00,0.05,7/23/21 14:00,0.42,0.34,-0.58
7/23/21 14:15,0.04,7/23/21 14:15,0.44,0.35,-0.56
7/23/21 14:30,0.05,7/23/21 14:30,0.42,0.34,-0.58
7/23/21 14:45,0.05,7/23/21 14:45,0.41,0.33,-0.59
7/23/21 15:00,0.04,7/23/21 15:00,0.41,0.33,-0.59
7/23/21 15:15,0.06,7/23/21 15:15,0.41,0.33,-0.59
7/23/21 15:30,0.02,7/23/21 15:30,0.42,0.34,-0.58
7/23/21 15:45,0.04,7/23/21 15:45,0.4,0.32,-0.6
7/23/21 16:00,0.02,7/23/21 16:00,0.47,0.38,-0.53
7/23/21 16:15,0.02,7/23/21 16:15,0.38,0.3,-0.62
7/23/21 16:30,0.02,7/23/21 16:30,0.41,0.33,-0.59
7/23/21 16:45,0.02,7/23/21 16:45,0.42,0.34,-0.58
7/23/21 17:00,0.02,7/23/21 17:00,0.41,0.33,-0.59
7/23/21 17:15,0.02,7/23/21 17:15,0.44,0.35,-0.56
7/23/21 17:30,0.02,7/23/21 17:30,0.43,0.34,-0.57
7/23/21 17:45,0.02,7/23/21 17:45,0.44,0.35,-0.56
7/23/21 18:00,0.02,7/23/21 18:00,0.46,0.37,-0.54
7/23/21 18:15,0.02,7/23/21 18:15,0.39,0.31,-0.61
7/23/21 18:30,0.01,7/23/21 18:30,0.43,0.34,-0.57
7/23/21 18:45,0.03,7/23/21 18:45,0.43,0.34,-0.57
7/23/21 19:00,0.01,7/23/21 19:00,0.43,0.34,-0.57
7/23/21 19:15,0.02,7/23/21 19:15,0.41,0.33,-0.59
7/23/21 19:30,0.04,7/23/21 19:30,0.45,0.36,-0.55
7/23/21 19:45,0.02,7/23/21 19:45,0.44,0.35,-0.56
7/23/21 20:00,0.01,7/23/21 20:00,0.4,0.32,-0.6
7/23/21 20:15,0.01,7/23/21 20:15,0.43,0.34,-0.57
7/23/21 20:30,0,7/23/21 20:30,0.44,0.35,-0.56
7/23/21 20:45,0.01,7/23/21 20:45,0.46,0.37,-0.54
7/23/21 21:00,0.01,7/23/21 21:00,0.42,0.34,-0.58
7/23/21 21:15,0.03,7/23/21 21:15,0.43,0.34,-0.57
7/23/21 21:30,0.03,7/23/21 21:30,0.43,0.34,-0.57
7/23/21 21:45,0.03,7/23/21 21:45,0.43,0.34,-0.57
7/23/21 22:00,0.02,7/23/21 22:00,0.43,0.34,-0.57
7/23/21 22:15,0.01,7/23/21 22:15,0.43,0.34,-0.57
7/23/21 22:30,0.02,7/23/21 22:30,0.43,0.34,-0.57
7/23/21 22:45,0.03,7/23/21 22:45,0.41,0.33,-0.59
7/23/21 23:00,0.01,7/23/21 23:00,0.45,0.36,-0.55
7/23/21 23:15,0.02,7/23/21 23:15,0.42,0.34,-0.58
7/23/21 23:30,0.01,7/23/21 23:30,0.44,0.35,-0.56
7/23/21 23:45,0.02,7/23/21 23:45,0.41,0.33,-0.59
7/24/21 0:00,0.01,7/24/21 0:00,0.43,0.34,-0.57
7/24/21 0:15,0.01,7/24/21 0:15,0.44,0.35,-0.56
7/24/21 0:30,0.01,7/24/21 0:30,0.42,0.34,-0.58
7/24/21 0:45,0.01,7/24/21 0:45,0.44,0.35,-0.56
7/24/21 1:00,0.03,7/24/21 1:00,0.42,0.34,-0.58
7/24/21 1:15,0.02,7/24/21 1:15,0.43,0.34,-0.57
7/24/21 1:30,0.01,7/24/21 1:30,0.4,0.32,-0.6
7/24/21 1:45,0.01,7/24/21 1:45,0.42,0.34,-0.58
7/24/21 2:00,0.01,7/24/21 2:00,0.45,0.36,-0.55
7/24/21 2:15,0.01,7/24/21 2:15,0.41,0.33,-0.59
7/24/21 2:30,0.02,7/24/21 2:30,0.43,0.34,-0.57
7/24/21 2:45,0.02,7/24/21 2:45,0.43,0.34,-0.57
7/24/21 3:00,0.01,7/24/21 3:00,0.43,0.34,-0.57
7/24/21 3:15,0.01,7/24/21 3:15,0.43,0.34,-0.57
7/24/21 3:30,0.01,7/24/21 3:30,0.43,0.34,-0.57
7/24/21 3:45,0.01,7/24/21 3:45,0.43,0.34,-0.57
7/24/21 4:00,0.03,7/24/21 4:00,0.41,0.33,-0.59
7/24/21 4:15,0,7/24/21 4:15,0.43,0.34,-0.57
7/24/21 4:30,0.01,7/24/21 4:30,0.4,0.32,-0.6
7/24/21 4:45,0.02,7/24/21 4:45,0.44,0.35,-0.56
7/24/21 5:00,0.01,7/24/21 5:00,0.43,0.34,-0.57
7/24/21 5:15,0.01,7/24/21 5:15,0.47,0.38,-0.53
7/24/21 5:30,0.01,7/24/21 5:30,0.45,0.36,-0.55
7/24/21 5:45,0.01,7/24/21 5:45,0.43,0.34,-0.57
7/24/21 6:00,0.01,7/24/21 6:00,0.4,0.32,-0.6
7/24/21 6:15,0.02,7/24/21 6:15,0.41,0.33,-0.59
7/24/21 6:30,0.01,7/24/21 6:30,0.44,0.35,-0.56
7/24/21 6:45,0.02,7/24/21 6:45,0.41,0.33,-0.59
7/24/21 7:00,0.03,7/24/21 7:00,0.44,0.35,-0.56
7/24/21 7:15,0.02,7/24/21 7:15,0.41,0.33,-0.59
7/24/21 7:30,0.02,7/24/21 7:30,0.46,0.37,-0.54
7/24/21 7:45,0.02,7/24/21 7:45,0.41,0.33,-0.59
7/24/21 8:00,0.02,7/24/21 8:00,0.38,0.3,-0.62
7/24/21 8:15,0.03,7/24/21 8:15,0.45,0.36,-0.55
7/24/21 8:30,0.03,7/24/21 8:30,0.42,0.34,-0.58
7/24/21 8:45,0.04,7/24/21 8:45,0.44,0.35,-0.56
7/24/21 9:00,0.03,7/24/21 9:00,0.41,0.33,-0.59
7/24/21 9:15,0.05,7/24/21 9:15,0.41,0.33,-0.59
7/24/21 9:30,0.03,7/24/21 9:30,0.41,0.33,-0.59
7/24/21 9:45,0.03,7/24/21 9:45,0.41,0.33,-0.59
7/24/21 10:00,0.06,7/24/21 10:00,0.42,0.34,-0.58
7/24/21 10:15,0.03,7/24/21 10:15,0.39,0.31,-0.61
7/24/21 10:30,0.04,7/24/21 10:30,0.4,0.32,-0.6
7/24/21 10:45,0.03,7/24/21 10:45,0.4,0.32,-0.6
7/24/21 11:00,0.06,7/24/21 11:00,0.46,0.37,-0.54
7/24/21 11:15,0.04,7/24/21 11:15,0.43,0.34,-0.57
7/24/21 11:30,0.05,7/24/21 11:30,0.42,0.34,-0.58
7/24/21 11:45,0.04,7/24/21 11:45,0.4,0.32,-0.6
7/24/21 12:00,0.03,7/24/21 12:00,0.42,0.34,-0.58
7/24/21 12:15,0.03,7/24/21 12:15,0.42,0.34,-0.58
7/24/21 12:30,0.04,7/24/21 12:30,0.46,0.37,-0.54
7/24/21 12:45,0.04,7/24/21 12:45,0.42,0.34,-0.58
7/24/21 13:00,0.04,7/24/21 13:00,0.42,0.34,-0.58
7/24/21 13:15,0.04,7/24/21 13:15,0.43,0.34,-0.57
7/24/21 13:30,0.05,7/24/21 13:30,0.44,0.35,-0.56
7/24/21 13:45,0.04,7/24/21 13:45,0.41,0.33,-0.59
7/24/21 14:00,0.05,7/24/21 14:00,0.4,0.32,-0.6
7/24/21 14:15,0.05,7/24/21 14:15,0.43,0.34,-0.57
7/24/21 14:30,0.03,7/24/21 14:30,0.4,0.32,-0.6
7/24/21 14:45,0.02,7/24/21 14:45,0.43,0.34,-0.57
7/24/21 15:00,0.03,7/24/21 15:00,0.43,0.34,-0.57
7/24/21 15:15,0.03,7/24/21 15:15,0.39,0.31,-0.61
7/24/21 15:30,0.03,7/24/21 15:30,0.38,0.3,-0.62
7/24/21 15:45,0.04,7/24/21 15:45,0.43,0.34,-0.57
7/24/21 16:00,0.03,7/24/21 16:00,0.44,0.35,-0.56
7/24/21 16:15,0.02,7/24/21 16:15,0.42,0.34,-0.58
7/24/21 16:30,0.01,7/24/21 16:30,0.42,0.34,-0.58
7/24/21 16:45,0.02,7/24/21 16:45,0.45,0.36,-0.55
7/24/21 17:00,0.02,7/24/21 17:00,0.42,0.34,-0.58
7/24/21 17:15,0.03,7/24/21 17:15,0.41,0.33,-0.59
7/24/21 17:30,0.02,7/24/21 17:30,0.46,0.37,-0.54
7/24/21 17:45,0.02,7/24/21 17:45,0.43,0.34,-0.57
7/24/21 18:00,0.02,7/24/21 18:00,0.43,0.34,-0.57
7/24/21 18:15,0.01,7/24/21 18:15,0.46,0.37,-0.54
7/24/21 18:30,0.02,7/24/21 18:30,0.44,0.35,-0.56
7/24/21 18:45,0.02,7/24/21 18:45,0.43,0.34,-0.57
7/24/21 19:00,0.01,7/24/21 19:00,0.44,0.35,-0.56
7/24/21 19:15,0.02,7/24/21 19:15,0.46,0.37,-0.54
7/24/21 19:30,0.02,7/24/21 19:30,0.43,0.34,-0.57
7/24/21 19:45,0.02,7/24/21 19:45,0.43,0.34,-0.57
7/24/21 20:00,0.02,7/24/21 20:00,0.45,0.36,-0.55
7/24/21 20:15,0.02,7/24/21 20:15,0.43,0.34,-0.57
7/24/21 20:30,0.02,7/24/21 20:30,0.45,0.36,-0.55
7/24/21 20:45,0.01,7/24/21 20:45,0.41,0.33,-0.59
7/24/21 21:00,0.01,7/24/21 21:00,0.45,0.36,-0.55
7/24/21 21:15,0.02,7/24/21 21:15,0.4,0.32,-0.6
7/24/21 21:30,0.02,7/24/21 21:30,0.43,0.34,-0.57
7/24/21 21:45,0.03,7/24/21 21:45,0.46,0.37,-0.54
7/24/21 22:00,0.03,7/24/21 22:00,0.45,0.36,-0.55
7/24/21 22:15,0.02,7/24/21 22:15,0.42,0.34,-0.58
7/24/21 22:30,0.03,7/24/21 22:30,0.41,0.33,-0.59
7/24/21 22:45,0.01,7/24/21 22:45,0.43,0.34,-0.57
7/24/21 23:00,0.02,7/24/21 23:00,0.42,0.34,-0.58
7/24/21 23:15,0.03,7/24/21 23:15,0.42,0.34,-0.58
7/24/21 23:30,0.02,7/24/21 23:30,0.44,0.35,-0.56
7/24/21 23:45,0.02,7/24/21 23:45,0.44,0.35,-0.56
7/25/21 0:00,0.01,7/25/21 0:00,0.41,0.33,-0.59
7/25/21 0:15,0.02,7/25/21 0:15,0.41,0.33,-0.59
7/25/21 0:30,0.03,7/25/21 0:30,0.4,0.32,-0.6
7/25/21 0:45,0.03,7/25/21 0:45,0.44,0.35,-0.56
7/25/21 1:00,0.02,7/25/21 1:00,0.46,0.37,-0.54
7/25/21 1:15,0.02,7/25/21 1:15,0.45,0.36,-0.55
7/25/21 1:30,0.06,7/25/21 1:30,0.43,0.34,-0.57
7/25/21 1:45,0.02,7/25/21 1:45,0.43,0.34,-0.57
7/25/21 2:00,0.02,7/25/21 2:00,0.44,0.35,-0.56
7/25/21 2:15,0.02,7/25/21 2:15,0.41,0.33,-0.59
7/25/21 2:30,0.04,7/25/21 2:30,0.43,0.34,-0.57
7/25/21 2:45,0.04,7/25/21 2:45,0.44,0.35,-0.56
7/25/21 3:00,0.03,7/25/21 3:00,0.41,0.33,-0.59
7/25/21 3:15,0.04,7/25/21 3:15,0.43,0.34,-0.57
7/25/21 3:30,0.06,7/25/21 3:30,0.43,0.34,-0.57
7/25/21 3:45,0.03,7/25/21 3:45,0.46,0.37,-0.54
7/25/21 4:00,0.02,7/25/21 4:00,0.41,0.33,-0.59
7/25/21 4:15,0.02,7/25/21 4:15,0.41,0.33,-0.59
7/25/21 4:30,0.02,7/25/21 4:30,0.4,0.32,-0.6
7/25/21 4:45,0.03,7/25/21 4:45,0.43,0.34,-0.57
7/25/21 5:00,0.03,7/25/21 5:00,0.41,0.33,-0.59
7/25/21 5:15,0.02,7/25/21 5:15,0.4,0.32,-0.6
7/25/21 5:30,0.04,7/25/21 5:30,0.43,0.34,-0.57
7/25/21 5:45,0.02,7/25/21 5:45,0.43,0.34,-0.57
7/25/21 6:00,0.02,7/25/21 6:00,0.42,0.34,-0.58
7/25/21 6:15,0.03,7/25/21 6:15,0.41,0.33,-0.59
7/25/21 6:30,0.03,7/25/21 6:30,0.41,0.33,-0.59
7/25/21 6:45,0.04,7/25/21 6:45,0.4,0.32,-0.6
7/25/21 7:00,0.02,7/25/21 7:00,0.43,0.34,-0.57
7/25/21 7:15,0.03,7/25/21 7:15,0.41,0.33,-0.59
7/25/21 7:30,0.02,7/25/21 7:30,0.41,0.33,-0.59
7/25/21 7:45,0.03,7/25/21 7:45,0.44,0.35,-0.56
7/25/21 8:00,0.04,7/25/21 8:00,0.45,0.36,-0.55
7/25/21 8:15,0.04,7/25/21 8:15,0.42,0.34,-0.58
7/25/21 8:30,0.05,7/25/21 8:30,0.43,0.34,-0.57
7/25/21 8:45,0.03,7/25/21 8:45,0.41,0.33,-0.59
7/25/21 9:00,0.07,7/25/21 9:00,0.4,0.32,-0.6
7/25/21 9:15,0.05,7/25/21 9:15,0.43,0.34,-0.57
7/25/21 9:30,0.06,7/25/21 9:30,0.43,0.34,-0.57
7/25/21 9:45,0.05,7/25/21 9:45,0.44,0.35,-0.56
7/25/21 10:00,0.04,7/25/21 10:00,0.44,0.35,-0.56
7/25/21 10:15,0.04,7/25/21 10:15,0.41,0.33,-0.59
7/25/21 10:30,0.04,7/25/21 10:30,0.41,0.33,-0.59
7/25/21 10:45,0.04,7/25/21 10:45,0.4,0.32,-0.6
7/25/21 11:00,0.04,7/25/21 11:00,0.45,0.36,-0.55
7/25/21 11:15,0.04,7/25/21 11:15,0.42,0.34,-0.58
7/25/21 11:30,0.03,7/25/21 11:30,0.42,0.34,-0.58
7/25/21 11:45,0.04,7/25/21 11:45,0.45,0.36,-0.55
7/25/21 12:00,0.03,7/25/21 12:00,0.45,0.36,-0.55
7/25/21 12:15,0.03,7/25/21 12:15,0.41,0.33,-0.59
7/25/21 12:30,0.03,7/25/21 12:30,0.42,0.34,-0.58
7/25/21 12:45,0.01,7/25/21 12:45,0.42,0.34,-0.58
7/25/21 13:00,0.03,7/25/21 13:00,0.43,0.34,-0.57
7/25/21 13:15,0.02,7/25/21 13:15,0.43,0.34,-0.57
7/25/21 13:30,0.03,7/25/21 13:30,0.43,0.34,-0.57
7/25/21 13:45,0.03,7/25/21 13:45,0.41,0.33,-0.59
