datetime,shrub,forest,tundra,nellie,glacier,gage
2021-01-04T12:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T12:30:00Z,1.035040088,NA,NA,3.360887274,NA,NA
2021-01-04T12:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T13:00:00Z,1.027511828,NA,NA,3.368916345,NA,NA
2021-01-04T13:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T13:30:00Z,1.043583554,NA,NA,3.352938823,NA,NA
2021-01-04T13:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T14:00:00Z,1.035831813,NA,NA,3.336961045,NA,NA
2021-01-04T14:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T14:30:00Z,1.020001594,NA,NA,3.321009587,NA,NA
2021-01-04T14:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T15:00:00Z,1.02814241,NA,NA,3.337014452,NA,NA
2021-01-04T15:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T15:30:00Z,1.011758707,NA,NA,3.257016189,NA,NA
2021-01-04T15:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T16:00:00Z,1.003488317,NA,NA,3.241011195,NA,NA
2021-01-04T16:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T16:30:00Z,1.003616204,NA,NA,3.201024328,NA,NA
2021-01-04T16:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T17:00:00Z,0.988284052,NA,NA,3.209026889,NA,NA
2021-01-04T17:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T17:30:00Z,0.996500291,NA,NA,3.185044695,NA,NA
2021-01-04T17:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T18:00:00Z,0.988819955,NA,NA,3.145006402,NA,NA
2021-01-04T18:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T18:30:00Z,0.981002058,NA,NA,3.121023696,NA,NA
2021-01-04T18:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T19:00:00Z,0.981291635,NA,NA,3.12099872,NA,NA
2021-01-04T19:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T19:30:00Z,0.973181666,NA,NA,3.072958763,NA,NA
2021-01-04T19:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T20:00:00Z,0.973430144,NA,NA,3.072983355,NA,NA
2021-01-04T20:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T20:30:00Z,0.957510473,NA,NA,2.992957746,NA,NA
2021-01-04T20:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T21:00:00Z,0.965759438,NA,NA,3.032994822,NA,NA
2021-01-04T21:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T21:30:00Z,0.957770311,NA,NA,2.936963324,NA,NA
2021-01-04T21:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T22:00:00Z,0.950031535,NA,NA,2.944965949,NA,NA
2021-01-04T22:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T22:30:00Z,0.934176487,NA,NA,2.849002849,NA,NA
2021-01-04T22:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T23:00:00Z,0.926347396,NA,NA,2.865100198,NA,NA
2021-01-04T23:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-04T23:30:00Z,0.918574373,NA,NA,2.76112654,NA,NA
2021-01-04T23:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-05T00:00:00Z,0.910754088,NA,NA,2.753123274,NA,NA
2021-01-05T00:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-05T00:30:00Z,0.902880428,NA,NA,2.64107756,NA,NA
2021-01-05T00:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-05T01:00:00Z,0.871024453,NA,NA,2.633095368,NA,NA
2021-01-05T01:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-05T01:30:00Z,0.839127308,NA,NA,2.585054702,NA,NA
2021-01-05T01:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-05T02:00:00Z,0.823222878,NA,NA,2.577051437,NA,NA
2021-01-05T02:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-05T02:30:00Z,0.799303008,NA,NA,2.449038392,NA,NA
2021-01-05T02:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-05T03:00:00Z,0.783360778,NA,NA,2.448999192,NA,NA
2021-01-05T03:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-05T03:30:00Z,0.767386091,NA,NA,2.320928371,NA,NA
2021-01-05T03:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-05T04:00:00Z,0.743411218,NA,NA,2.320909797,NA,NA
2021-01-05T04:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-05T04:30:00Z,0.759362136,NA,NA,2.176905593,NA,NA
2021-01-05T04:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-05T05:00:00Z,0.719389957,NA,NA,2.176940438,NA,NA
2021-01-05T05:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-05T05:30:00Z,0.727359923,NA,NA,2.024907158,NA,NA
2021-01-05T05:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-05T06:00:00Z,0.695432527,NA,NA,2.032959557,NA,NA
2021-01-05T06:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-05T06:30:00Z,0.703504733,NA,NA,1.904914359,NA,NA
2021-01-05T06:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-05T07:00:00Z,0.679559645,NA,NA,1.904914359,NA,NA
2021-01-05T07:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-05T07:30:00Z,0.679554212,NA,NA,1.760873393,NA,NA
2021-01-05T07:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-05T08:00:00Z,0.655590911,NA,NA,1.720825996,NA,NA
2021-01-05T08:15:00Z,NA,NA,NA,NA,NA,NA
2021-01-05T08:30:00Z,0.655606636,NA,NA,1.576744223,NA,NA
2021-01-05T08:45:00Z,NA,NA,NA,NA,NA,NA
2021-01-05T09:00:00Z,0.631621027,NA,NA,1.56872789,NA,NA
