SampleID,Site,Datetime,doy,yearS,Temperature,DO_mgl,DO_perctsat,SpC_field,pH_field,pH_lab,ANC_H,ANC_CACO3,SpC_lab,Fl,Chloride,Br,Nitrate,Phosphate_P,Sulfate,Ammonium_N,Nitrate_plus_Nitrite_N,TP,TN,P_PO4,Al,Ca,Fe,K,Mg,Mn,Na,Si,Sr,DOC,FInew,Abs254,FDOM_lab,HIX,SlopeRatio,pnum,pdenom,Fmax370,MaxFluor313,T280,FAem,FAex,HAem,HAex,Beta1,Alpha,Freshness_Index,d2H,d18O,d17O,F_Modern,Fm_Err,Age,Age_Err,d13C,d13C_Source,D14C,DOC_Conc,Fluoresence_Index,Peak_370,TDS,Turbidity,As,Ba,Cr,Cu,Mo,Ni,Pb,Sb,Se,V,Zn
NA,cabin_stream,2017-06-19T15:31:00Z,170,2017,1.6,NA,NA,38,7.08,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,8.97,NA,0.05,0.27,NA,0.49,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-131.78,-17.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,lake_inlet,2017-06-19T16:15:00Z,170,2017,3.2,NA,NA,29,7.22,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,7.44,NA,0.04,0.13,NA,0.45,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-124.65,-16.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,bench_outlet,2017-06-19T17:35:00Z,170,2017,3.2,NA,NA,29,7.22,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,5.6,NA,0.2,0.19,NA,0.38,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-127.69,-16.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2017-06-19T19:46:00Z,170,2017,0.7,NA,NA,46,7.64,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.016,NA,NA,NA,NA,9.83,NA,0.23,0.38,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-132.36,-17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,nellie_juan,2017-06-19T20:08:00Z,170,2017,4.6,NA,NA,44,7.32,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.024,NA,NA,NA,NA,9.65,NA,0.17,0.43,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.45,-16.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,stream_gauge,2017-07-21T03:15:00Z,201,2017,0.8,13.96,NA,20,7.27,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.012,NA,NA,NA,NA,3.75,NA,0.05,0.04,NA,0.05,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.77,-16.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,nellie_juan,2017-07-21T04:15:00Z,201,2017,5.2,NA,NA,29,6.82,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.38,-15.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2017-07-21T04:44:00Z,201,2017,0.6,NA,NA,17,8.43,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,7,NA,0.14,0.3,NA,0.38,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.59,-16.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,tundra,2017-07-21T19:44:00Z,202,2017,10.1,NA,NA,12,7.12,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0942,0.027,NA,NA,NA,NA,4.71,NA,0.07,0.13,NA,0.18,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.01,-16.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,lake_inlet,2017-07-21T20:28:00Z,202,2017,14,NA,NA,47,7.6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,4.56,NA,0.1,0.1,NA,0.38,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.61,-15.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,glacial_melt,2017-07-21T22:51:00Z,202,2017,1.1,NA,NA,13,8.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.08,NA,0.03,0.2,NA,0.71,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.18,-15.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2017-07-23T22:25:00Z,204,2017,0.7,NA,NA,15,6.97,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,5.21,NA,0.08,0.14,NA,0.19,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.12,-15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus_gw,2017-07-23T23:16:00Z,204,2017,13.7,NA,NA,114,7.8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.011,NA,NA,NA,NA,0.14,NA,NA,0.01,NA,0.03,NA,NA,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.35,-15.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,tundra,2017-07-24T00:14:00Z,204,2017,13.1,NA,NA,19,7.29,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,4.02,NA,0.08,0.13,NA,0.2,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.81,-15.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,lake_inlet,2017-07-24T00:54:00Z,204,2017,16.5,NA,NA,50,7.73,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.0411,0,NA,NA,NA,NA,18.26,NA,0.25,0.48,NA,0.9,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.27,-15.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,glacial_melt,2017-07-24T03:42:00Z,204,2017,0.4,NA,NA,8,8.35,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,4.9,NA,0.09,0.11,NA,0.4,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.35,-15.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,glacial_melt,2017-07-24T17:17:00Z,205,2017,0,NA,NA,7,6.48,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,10.65,NA,0.08,0.2,NA,0.87,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.12,-15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,tundra,2017-07-24T19:50:00Z,205,2017,19.6,NA,NA,13,6.8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,2.7,NA,0.09,0.04,NA,0.05,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.41,-15.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,lake_inlet,2017-07-24T20:30:00Z,205,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,2.61,NA,0.05,0.03,NA,0.05,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-114.68,-15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2017-07-24T23:15:00Z,205,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.012,NA,NA,NA,NA,4.53,NA,0.1,0.1,NA,0.38,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.15,-16.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus_gw,2017-07-25T00:00:00Z,205,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0.011,NA,NA,NA,NA,11.46,NA,0.03,0.22,NA,0.79,NA,NA,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-97.96,-12.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,nellie_juan,2017-07-25T00:50:00Z,205,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,4.09,NA,0.05,0.12,NA,0.18,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.78,-15.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,nellie_juan,2017-09-08T17:25:00Z,251,2017,4.4,13.25,NA,39,6.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.89,NA,0.26,0.47,NA,0.88,NA,NA,0.84,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.87,-14.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,stream_gauge,2017-09-08T18:30:00Z,251,2017,1.1,13.7,NA,27,6.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.76,NA,0.12,0.31,NA,0.42,NA,NA,0.3,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.76,-14.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2017-09-08T19:19:00Z,251,2017,0.8,13.43,NA,27,6.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.41,NA,0.21,0.43,NA,0.51,NA,NA,0.16,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.35,-15.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus_gw,2017-09-08T19:40:00Z,251,2017,7.6,10.9,NA,85,7.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,0.12,0.24,NA,0.29,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-96.6,-12.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,tundra,2017-09-08T20:40:00Z,251,2017,6.6,11.16,NA,28,7.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.73,NA,0.13,0.25,NA,0.3,NA,NA,0.71,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-115.39,-15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,lake_inlet,2017-09-08T21:35:00Z,251,2017,6.7,10.92,NA,37,7.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.95,NA,0.24,0.35,NA,0.73,NA,NA,1.08,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119,-15.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,glacial_melt,2017-09-08T23:10:00Z,251,2017,0.8,12.52,NA,4,6.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69,NA,0.1,0.14,NA,0.48,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-129.93,-16.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2017-09-10T19:50:00Z,253,2017,0.7,13.58,NA,25,6.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.59,NA,0.1,0.15,NA,0.57,NA,NA,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-126.26,-16.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus_gw,2017-09-10T20:20:00Z,253,2017,8.2,10.96,NA,94,7.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,0.06,0.02,NA,0.04,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-109.64,-14.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,tundra,2017-09-10T21:30:00Z,253,2017,7.3,11.05,NA,28,7.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.57,NA,0.13,0.24,NA,0.34,NA,NA,0.6,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-117.61,-15.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,shallow_gw,2017-09-10T21:57:00Z,253,2017,5.7,10.95,NA,39,7.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.9,NA,0.25,0.37,NA,0.76,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.11,-15.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,shallow_gw,2017-09-10T22:26:00Z,253,2017,8.5,7.35,NA,20,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.69,NA,0.09,0.14,NA,0.49,NA,NA,5.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.18,-15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,lake_inlet,2017-09-10T22:43:00Z,253,2017,9.4,10.4,NA,37,7.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.11,NA,0.12,0.25,NA,0.77,NA,NA,1.1,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.76,-15.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,shallow_gw,2017-09-10T23:30:00Z,253,2017,11,9.94,NA,56,7.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29,NA,0.25,0.17,NA,0.68,NA,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.28,-14.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,glacial_melt,2017-09-11T01:23:00Z,253,2017,1.5,11.1,NA,39,6.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.26,NA,0.1,0.14,NA,0.55,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.54,-15.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,lake_inlet,2017-09-12T17:06:00Z,255,2017,5.9,11.42,NA,45,7.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.09,NA,0.2,0.25,NA,0.79,NA,NA,0.8,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.82,-15.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,tundra,2017-09-12T17:40:00Z,255,2017,6.6,11.4,NA,30,7.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.18,NA,0.11,0.06,NA,0.07,NA,NA,0.5,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.25,-15.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus_gw,2017-09-12T18:30:00Z,255,2017,8.4,10.7,NA,96,7.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,NA,0.07,0.03,NA,0.04,NA,NA,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-112.67,-13.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,terminus,2017-09-12T18:50:00Z,255,2017,0.7,13.42,NA,28,6.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,0.1,0.17,NA,0.64,NA,NA,0,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-128.78,-16.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,glacial_melt,2017-09-12T19:32:00Z,255,2017,1,13.72,NA,2,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.74,NA,0.26,0.4,NA,0.8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-118.24,-15.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,nellie_juan,2017-09-12T21:45:00Z,255,2017,5.7,13.11,NA,48,6.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.03,NA,0.1,0.15,NA,0.47,NA,NA,0.11,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-120.69,-15.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,stream_gauge,2017-09-15T08:00:00Z,258,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.94,NA,0.11,0.26,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,nellie_juan,2017-10-17T08:00:00Z,290,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,0.06,0.02,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,stream_gauge,2017-10-17T08:00:00Z,290,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.24,NA,0.19,0.47,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0001,terminus,2019-06-17T00:30:00Z,167,2019,NA,NA,NA,NA,NA,5.481,303.87766,15.2074,40.33,NA,0.299569,NA,0.01,0.015,7.453487,0,0.011039,0,0.025,0.002513,0.091731,6.907665,0.07591,0.25,0.364641,0.005,0.782535,0.538229,0.038229,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-126.32,-16.5,NA,NA,NA,,NA,NA,,NA,NA,1.24,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0002,terminus,2019-06-17T01:20:00Z,167,2019,NA,NA,NA,NA,NA,5.677,225.31799,11.2759,34.39,NA,0.297526,NA,0,0.015,6.882344,0,0,0,0,0.004557,0.029459,6.365516,0.025,0.25,0.321583,0.005,0.597879,0.386316,0.035054,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-127.13,-16.29,NA,NA,NA,,NA,NA,,NA,NA,1.37,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0003,tundra,2019-06-17T02:45:00Z,167,2019,NA,NA,NA,NA,NA,5.633,165.83035,8.2989,17.22,NA,0.232377,NA,0.01,0.015,1.146776,0,0.001,0,0,0.004001,0,3.207984,0.025,0.25,0.092462,0.005,0.702464,0.672607,0.019404,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.41,-15.68,NA,NA,NA,,NA,NA,,NA,NA,1.25,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0004,tundra,2019-06-17T22:45:00Z,168,2019,NA,NA,NA,NA,NA,5.543,120.80391,6.0456,13.58,NA,0.244209,NA,0.01,0.015,1.035314,0,0.003545,0,0,0.00271,0,2.496769,0.025,0.25,0.07823,0.005,0.546443,0.478274,0.01578,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.08,-16.8,NA,NA,NA,,NA,NA,,NA,NA,1.24,474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0006,tundra,2019-06-18T02:00:00Z,168,2019,NA,NA,NA,NA,NA,5.532,94.1555,4.712,12.04,NA,0.203081,NA,0.01,0.015,0.993794,0,0.004164,0,0,0.003863,0.005,2.079111,0.025,0.25,0.073683,0.005,0.527412,0.392859,0.013761,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-121.56,-16.54,NA,NA,NA,,NA,NA,,NA,NA,1.25,486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0007,tundra_other_4,2019-06-18T02:05:00Z,168,2019,NA,NA,NA,NA,NA,5.596,160,8.0071,16.41,NA,0.160859,NA,0,0.015,0.862263,0,0.001,0,0.025,0.002654,0,3.142602,0.025,0.25,0.072967,0.005,0.618491,0.58652,0.015481,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-123.92,-16.59,NA,NA,NA,,NA,NA,,NA,NA,1.26,476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
