SampleID,Site,Datetime,doy,yearS,Temperature,DO_mgl,DO_perctsat,SpC_field,pH_field,pH_lab,ANC_H,ANC_CACO3,SpC_lab,Fl,Chloride,Br,Nitrate,Phosphate_P,Sulfate,Ammonium_N,Nitrate_plus_Nitrite_N,TP,TN,P_PO4,Al,Ca,Fe,K,Mg,Mn,Na,Si,Sr,DOC,FInew,Abs254,FDOM_lab,HIX,SlopeRatio,pnum,pdenom,Fmax370,MaxFluor313,T280,FAem,FAex,HAem,HAex,Beta1,Alpha,Freshness_Index,d2H,d18O,d17O,F_Modern,Fm_Err,Age,Age_Err,d13C,d13C_Source,D14C,DOC_Conc,Fluoresence_Index,Peak_370,TDS,Turbidity,As,Ba,Cr,Cu,Mo,Ni,Pb,Sb,Se,V,Zn
WG0043_replicate,tundra,2019-09-06T19:25:00Z,249,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0044,mid_gw,2019-09-06T21:30:00Z,249,2019,16.1,NA,15.7,33.5,NA,5.86,556.78392,27.864,70.2,NA,0.209145,NA,0,0.015,9.092376,0,0,0.025,0,0.002875,0,14.777983,0.025,0.25,0.294841,0.005,0.883214,0.727006,0.07731,0.98,1.38,0.01,1.73,0.11,0.29,0,-0.02,0.24,0.39,0.04,430,305,456,240,0.01,0.02,0.51,-108.81,-14.49,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0045,terminus_gw,2019-09-06T22:15:00Z,249,2019,12.5,NA,44.8,68.8,NA,6.084,1236.46922,61.8785,195.23,NA,0.271642,NA,0.01,0.015,45.185853,0,0.011261,0.025,0,0.00256,0,41.471147,0.025,0.25,1.033657,0.005,2.850505,1.150625,0.425719,2.63,1.52,0.05,18.54,0.59,0.71,-0.01,-0.02,0.92,1.21,0.06,438,320,460,240,0.08,0.17,0.49,-95.86,-12.18,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0046,supraglacial_4,2019-09-06T23:15:00Z,249,2019,0.3,NA,NA,0.4,NA,5.776,19.5279,0.9773,3.81,NA,0.082888,NA,0,0.015,0.073839,0,0,0.025,0,0.002969,0,0.025,0.025,0.25,0.025,0.005,0.330763,0.025,0.005,0.98,1.57,0,0.31,0.2,NA,NA,NA,0.81,1.12,0.01,422,310,402,240,0,0.01,0.39,-117.66,-16.1,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0047,glacier_2,2019-09-07T02:15:00Z,249,2019,NA,NA,NA,NA,NA,5.4,96.32107,4.8203,15.96,NA,0.11371,NA,0.01,0.015,2.599457,0,0.006242,0.025,0,0.002609,0,2.632298,0.025,0.25,0.146304,0.005,0.530489,0.133001,0.013906,0.86,1.18,0,0.17,0.01,NA,NA,NA,0.17,0.26,0.03,416,300,446,240,0,0.01,0.45,-121.4,-16.53,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0048,glacier_2,2019-09-07T18:05:00Z,250,2019,NA,NA,NA,NA,NA,5.509,98.65471,4.9371,15.58,NA,0.150976,NA,0.01,0.015,2.553852,0,0.00305,0,0,0.002512,0,2.545635,0.025,0.25,0.141387,0.005,0.506278,0.103663,0.013609,0.25,1.39,0.01,0.35,0.2,-6.82,0.04,-0.01,0.67,0.97,0.02,416,310,406,240,0,0.01,0.48,-123.16,-16.84,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0048_replicate,glacier_2,2019-09-07T18:05:00Z,250,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.137803,NA,0.01,0.015,2.552354,NA,NA,NA,NA,NA,0,2.556158,0.025,0.25,0.142361,0.005,0.486454,0.110465,0.013758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0049,mid_gw,2019-09-07T19:00:00Z,250,2019,NA,NA,NA,NA,NA,5.876,550.99338,27.5742,68.06,NA,0.258153,NA,0,0.015,8.39764,0,0,0.025,0,0.002471,0,14.030942,0.025,0.25,0.286507,0.005,0.890457,0.752668,0.073802,0.9,1.39,0,1.56,0.77,-2.08,0.04,-0.02,0.23,0.33,0.01,432,315,460,240,0.01,0.02,0.48,-104.1,-12.52,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0050,tundra,2019-09-07T20:50:00Z,250,2019,NA,NA,NA,NA,NA,5.755,223.0011,11.16,26.71,NA,0.195534,NA,0.01,0.015,2.089589,0,0.004461,0.025,0,0.003926,0,4.734198,0.025,0.25,0.137857,0.005,0.806125,0.512761,0.031827,0.85,1.36,0,1.52,0.45,-0.23,0,-0.02,0.41,0.51,0.02,456,315,460,240,0.01,0.02,0.56,-111.76,-15.03,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0050_replicate,tundra,2019-09-07T20:50:00Z,250,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0051,glacier_2,2019-09-08T01:30:00Z,250,2019,NA,NA,NA,NA,NA,5.398,87.67721,4.3878,16.14,NA,0.125745,NA,0.01,0.015,2.318682,0,0.008821,0.025,0,0.020356,0,2.373558,0.025,0.25,0.127755,0.005,0.49199,0.112071,0.012541,1.01,1.47,0,0.35,0.2,160.71,-0.14,0,0.86,1.18,0.02,426,310,456,240,0,0.01,0.47,-122.38,-16.84,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0052,rain_cabin,2019-09-08T05:32:00Z,250,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.627036,NA,0.04,0.015,1.014527,0.144735,0.009778,0.739362,0.179967,0.451949,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18,1.28,0.05,7.69,0.46,1.45,-0.01,-0.01,3.91,4.6,0.22,422,300,436,240,0.05,0.12,0.46,-101.91,-13.69,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0053,rain_cabin,2019-09-08T15:00:00Z,251,2019,8,NA,0.8,2,NA,5.481,19.93428,0.9976,3.24,NA,0.183967,NA,0.01,0.015,0.01,0,0.007688,0.025,0.025,0.006931,0,0.210919,0.025,0.25,0.025,0.005,0.636367,0.067042,0.005,1.35,1.26,0.01,1.66,0.37,0.54,-0.01,-0.01,1.32,1.75,0.06,432,310,456,240,0.01,0.02,0.44,-100.32,-13.59,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0053_replicate,rain_cabin,2019-09-08T15:00:00Z,251,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.008061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0054,glacier_2,2019-09-08T17:15:00Z,251,2019,NA,NA,NA,NA,NA,5.4,86.63393,4.3356,14.79,NA,0.147481,NA,0.01,0.015,2.362825,0,0.005274,0.025,0,0.00176,0,2.55487,0.025,0.25,0.133081,0.005,0.414912,0.111841,0.012614,0.69,1.52,0,0.37,0.16,NA,NA,NA,2.07,1.77,0.01,416,310,428,240,0,0.01,0.52,-120.25,-16.46,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0055,mid_gw,2019-09-08T20:00:00Z,251,2019,NA,NA,NA,NA,NA,5.848,503.08815,25.1768,84.4,NA,0.18683,NA,0,0.015,16.827887,0,0,0.025,0,0.002773,0,17.389028,0.025,0.25,0.347254,0.005,0.918255,0.705633,0.088728,0.85,1.41,0,1.08,0.47,NA,NA,0.01,0.52,0.48,0.01,438,320,414,240,0.01,0.01,0.5,-98.23,-12.1,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0056,tundra,2019-09-08T21:15:00Z,251,2019,NA,NA,NA,NA,NA,5.739,188.65867,9.4413,24,NA,0.191747,NA,0.01,0.032,2.033015,0,0.009584,0.025,0,0.00393,0,4.369183,0.025,0.25,0.128578,0.005,0.957604,0.499273,0.029956,1.14,1.36,0.02,1.72,0.48,0.7,0,-0.01,0.29,0.51,0.02,452,300,418,240,0.01,0.02,0.53,-109.58,-14.88,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0057,glacier_2,2019-09-09T02:00:00Z,251,2019,NA,NA,NA,NA,NA,5.515,91.17808,4.563,14.92,NA,0.11719,NA,0.01,0.015,2.436031,0,0.004731,0.025,0,0.003971,0,2.552602,0.025,0.25,0.145629,0.005,0.701281,0.158718,0.012342,0.78,1.58,0,0.35,0.16,1.66,-0.02,-0.01,0.89,1.13,0.02,426,305,436,240,0,0,0.56,-117.68,-15.76,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0058,glacier_2,2019-09-09T16:50:00Z,252,2019,NA,NA,NA,NA,NA,5.502,86.4104,4.3244,15.13,NA,0.12575,NA,0.01,0.015,2.65055,0,0.005866,0.025,0,0.004293,0,2.531123,0.025,0.25,0.167871,0.005,0.555121,0.121125,0.012256,0.96,0.85,0.04,0.74,0.05,0.78,-0.02,-0.03,0.76,1.03,0.08,412,300,408,240,0.01,0.01,0.87,-120.07,-16.48,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0058_replicate,glacier_2,2019-09-09T16:50:00Z,252,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121843,NA,0.01,0.015,2.6735,NA,NA,NA,NA,NA,0,2.53014,0.025,0.25,0.166834,0.005,0.443801,0.107345,0.012082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0059,tundra,2019-09-09T20:40:00Z,252,2019,NA,NA,NA,NA,NA,5.573,216.8595,10.8526,29.34,NA,0.218635,NA,0.01,0.032,2.1549,0,0.006818,0.025,0,0.003106,0,4.678685,0.025,0.25,0.136477,0.005,1.032705,0.526971,0.031998,0.89,1.28,0,1.56,0.12,NA,-0.01,NA,0.48,0.58,0.03,448,300,412,240,0.01,0.02,0.53,-110.33,-14.97,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0060,mid_gw,2019-09-09T21:15:00Z,252,2019,NA,NA,NA,NA,NA,5.922,564.70588,28.2604,92.04,NA,0.262846,NA,0,0.015,15.796732,0,0,0.025,0,0.004487,0,17.738742,0.025,0.25,0.355672,0.005,1.219693,0.822281,0.091978,1.2,1.56,0.01,1.24,0.09,1.81,-0.02,-0.01,0.99,0.85,0.04,416,300,456,240,0.01,0.02,0.52,-104.97,-13.88,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0060_replicate,mid_gw,2019-09-09T21:15:00Z,252,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0061,glacier_2,2019-09-10T17:35:00Z,253,2019,NA,NA,NA,NA,NA,5.679,88.66887,4.4374,17.83,NA,0.156406,NA,0.01,0.015,2.947323,0,0.004425,0.025,0,0.003903,0,2.584685,0.025,0.25,0.180956,0.005,0.677487,0.15097,0.01265,0.91,1.96,0,0.32,0.03,12.89,-0.04,0,0.8,1.11,0.04,418,300,456,240,0,0.01,0.5,-121.97,-16.78,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0062,mid_gw,2019-09-10T19:55:00Z,253,2019,NA,NA,NA,NA,NA,5.933,556.93674,27.8716,80.52,NA,0.268574,NA,0.01,0.015,11.392921,0,0,0.025,0,0.003138,0,15.902367,0.025,0.25,0.319044,0.005,0.946771,0.768459,0.081188,0.83,1.62,0,1.34,0.09,3.07,0.06,0.02,0.33,0.42,0.04,414,300,444,240,0.01,0.02,0.55,-105.47,-13.69,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0063,tundra,2019-09-10T20:40:00Z,253,2019,NA,NA,NA,NA,NA,5.803,217.90559,10.905,27.82,NA,0.196502,NA,0.01,0.015,2.168041,0,0.005311,0.052202,0,0.004024,0,4.796529,0.025,0.25,0.138842,0.005,1.078619,0.554301,0.032019,0.97,1.36,0,1.57,0.14,NA,0.01,NA,0.62,0.64,0.03,440,315,452,240,0.01,0.02,0.51,-110.85,-15.08,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0063_replicate,tundra,2019-09-10T20:40:00Z,253,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0064,glacier_1,2019-09-19T19:15:00Z,262,2019,0.2,NA,NA,21.5,NA,5.617,93.43545,4.6759,22.38,NA,0.112699,NA,0.01,0.015,4.601754,0,0.003664,0,0,0.002278,0,3.388101,0.025,0.25,0.28684,0.005,0.638697,0.178175,0.016984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.81,-16.95,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0065,shrub_creek,2019-09-19T23:00:00Z,262,2019,8.6,NA,NA,NA,NA,5.923,491.15044,24.5794,59.01,NA,0.408169,NA,0.04,0.033,4.311783,0,0.028528,0.025,0,0.004549,0,11.71019,0.025,0.25,0.268202,0.005,1.308482,0.988315,0.06076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-116.68,-15.59,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0074,glacier_1,2019-10-11T02:12:00Z,283,2019,0.2,NA,NA,48.4,NA,5.728,207.14667,10.3666,46.66,NA,0.199354,NA,0.01,0.04,10.405765,0,0.005857,0.025,0,0.001504,0.012507,7.342633,0.025,0.25,0.584301,0.005,0.890252,0.286597,0.039833,0.66,1.96,0,0.31,0.36,-2.84,0.02,-0.01,3.24,4.4,0.01,426,300,436,240,0,0,0.51,-126.97,-17.63,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0074_replicate,glacier_1,2019-10-11T02:12:00Z,283,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21784,NA,0.02,0.04,10.44574,NA,NA,NA,NA,NA,0.020811,7.305285,0.025,0.25,0.581182,0.005,0.857858,0.291392,0.039869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0067,surface_snow,2019-10-11T16:00:00Z,284,2019,NA,NA,NA,NA,NA,5.504,9.3361,0.4672,2.3,NA,0.066324,NA,0.01,0.032,0.064681,0,0.013685,0.025,0,0.002469,0,0.025,0.025,0.25,0.025,0.005,0.490219,0.063776,0.005,0.95,1.6,0,0.23,0.27,5.01,-0.02,0,0.11,0.38,0.02,414,300,456,240,0,0.01,0.41,-249.8,-32.65,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0067_replicate,surface_snow,2019-10-11T16:00:00Z,284,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0066,glacier_2,2019-10-12T00:40:00Z,284,2019,0.2,NA,NA,50,NA,5.786,215.74023,10.7966,49.85,NA,0.350323,NA,0.01,0.034,10.483078,0,0.007212,0.025,0,0.004268,0,8.048643,0.025,0.25,0.59549,0.005,0.860226,0.27099,0.04285,0.73,1.3,0,0.35,0.37,-1.85,0.02,-0.01,2.84,4.25,0.02,404,305,409,240,0.01,0.01,0.91,-125.9,-16.95,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0068,forest_north,2019-10-12T20:20:00Z,285,2019,NA,NA,NA,NA,NA,5.932,566.53782,28.3521,67.1,NA,0.572743,NA,0.07,0.033,4.899051,0,0.057106,0.025,0,0.004309,0,13.508294,0.025,0.25,0.333261,0.005,1.142232,0.955306,0.069746,1.78,1.36,0.03,9.36,0.66,0.82,-0.01,-0.01,0.24,0.33,0.03,438,320,452,240,0.04,0.09,0.46,-126.11,-16.74,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0068_replicate,forest_north,2019-10-12T20:20:00Z,285,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.519968,NA,0.07,0.04,4.924988,NA,NA,NA,NA,NA,0,13.459236,0.025,0.25,0.327429,0.005,1.368449,1.016043,0.069786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0069,nellie_juan,2019-10-12T22:25:00Z,285,2019,NA,NA,NA,NA,NA,5.817,445.80822,22.3103,71.47,NA,0.568555,NA,0.04,0.015,9.687024,0,0.035172,0.025,0,0.00442,0,12.24565,0.025,0.25,0.698664,0.005,1.22564,0.676549,0.072834,0.25,1.33,0.02,3.67,0.74,1.04,-0.01,-0.01,3.97,5.92,0.04,447,325,460,240,0.02,0.04,0.46,-117.23,-15.89,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0070,glacier_2,2019-10-13T17:48:00Z,286,2019,1.2,NA,NA,71.9,NA,5.924,539.08297,26.9782,73.91,NA,0.279358,NA,0.01,0.041,8.862817,0,0.013961,0.025,0,0.002486,0,13.628479,0.025,0.25,0.656542,0.005,1.115909,0.662036,0.064718,0.58,1.57,0,0.75,0.07,-1.68,0.02,-0.01,1.2,1.6,0.05,414,305,408,240,0,0.01,0.6,-126.1,-16.86,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0070_replicate,glacier_2,2019-10-13T17:48:00Z,286,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0071,glacier_1,2019-10-13T18:40:00Z,286,2019,0.3,NA,NA,52.1,NA,5.684,217.48971,10.8842,52.1,NA,0.181611,NA,0.01,0.044,10.750667,0,0.01223,0.025,0,0.002825,0,8.333471,0.025,0.25,0.593366,0.005,1.080275,0.348206,0.043892,0.25,2.12,0,0.36,0.36,-0.75,0.01,-0.01,5.1,8.11,0.01,412,300,410,240,0,0,0.86,-123.04,-16.04,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0072,tundra,2019-10-13T20:45:00Z,286,2019,0.3,NA,NA,35.6,NA,5.797,271.12527,13.5683,35.57,NA,0.380477,NA,0.01,0.04,2.668845,0,0.006122,0.025,0,0.005214,0,6.207551,0.025,0.25,0.168516,0.005,1.079062,0.679727,0.039029,0.77,1.3,0.01,3.61,0.91,0.77,-0.01,-0.01,0.07,0.23,0.01,454,330,432,240,0.02,0.04,0.48,-117.23,-15.63,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0073,tundra,2019-10-13T21:20:00Z,286,2019,1.3,NA,NA,34.2,NA,5.683,257.45008,12.884,33.96,NA,0.387278,NA,0.01,0.03,2.586073,0,0.005258,0.025,0,0.004879,0,5.977029,0.025,0.25,0.167382,0.005,0.979872,0.671396,0.037988,0.86,1.26,0.01,3.57,0.92,0.76,-0.01,-0.01,0.06,0.17,0.01,450,335,440,240,0.02,0.04,0.47,-118.11,-15.95,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0073_replicate,tundra,2019-10-13T21:20:00Z,286,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0075,glacier_2,2020-05-09T20:00:00Z,130,2020,1.8,NA,NA,89.6,7.8,5.873,682.48096,34.1544,91.07,0.005,0.48853799999999997,0,0.04,0.015,11.895969,0,0.033639,0,0.053096,0.001772,0.011075,16.782149,0.025,0.25,0.491589,0.005,0.821935,0.881344,0.068728,0.83,1.26,0.01,2.74,0.32,3.88,-0.02,-0.01,2.29,3.2,0.15,400,350,404,240,0.02,0.03,0.82,-134.74,-18.14,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0076,tundra,2020-05-09T21:45:00Z,130,2020,0.8,NA,NA,36,7.33,5.793,297.41379,14.8839,37.01,0.005,0.435682,0,0.01,0.015,2.772765,0,0.014019,0.025,0.025,0.001703,0.005,6.576047,0.025,0.25,0.159943,0.005,0.585762,0.888329,0.032014,1.23,1.3,0.02,5.68,0.93,0.61,-0.01,-0.02,4.2,2.76,0.01,400,350,454,240,0.02,0.06,0.41,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0077,forest_north,2020-05-09T23:45:00Z,130,2020,2.5,13.5,NA,30.7,7.24,5.741,227.72926,11.3966,26.52,0.005,0.479934,0,0.01,0.015,1.258869,0,0.005768,0.025,0.025,0.001705,0.024084,4.817162,0.025,0.25,0.110996,0.005,0.452243,0.689197,0.010786,1.77,1.22,0.06,11.36,0.77,1.04,-0.01,-0.01,2.26,3.05,0.12,460,330,458,240,0.05,0.12,0.37,-118.91,-16.57,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0078,shrub_creek,2020-05-10T00:50:00Z,130,2020,2.2,13.6,NA,32.4,7.25,5.759,281.80862,14.103,33.46,0.019765,0.365906,0,0.12,0.015,1.89579,0,0.118401,0.025,0.163979,0.001214,0.019436,6.293741,0.025,0.25,0.143892,0.005,0.44155,0.90056,0.022107,1.73,1.26,0.06,14.89,0.75,1.15,-0.01,-0.01,2.78,4.72,0.17,454,322.5,446,240,0.06,0.15,0.42,-130.09,-17.53,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WG0079_A,stream_gauge,2020-05-10T01:10:00Z,130,2020,2,14.1,NA,47.78,7.53,5.843,413.03639,20.6702,52.15,0.010301,0.405005,0,0.03,0.015,5.123714,0,0.02591,0.025,0.025,0.00209,0.016995,9.869882,0.025,0.25,0.229635,0.005,0.495562,0.661858,0.044053,1.24,1.26,0.02,4.26,0.89,0.72,-0.01,-0.02,1.04,1.81,0.02,400,350,452,240,0.02,0.05,0.42,-127.37,-17.2,NA,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
