"","datetime","forest","shrub","tundra","nellie","gage"
"261",2022-01-03 17:00:00,16.56590279,6.036072144,NA,NA,NA
"262",2022-01-03 17:15:00,16.35307893,6.020136595,NA,NA,NA
"263",2022-01-03 17:30:00,16.5104363,6.036217304,NA,NA,NA
"264",2022-01-03 17:45:00,16.48571933,6.044281981,NA,NA,NA
"265",2022-01-03 18:00:00,16.28852585,6.028297727,NA,NA,NA
"266",2022-01-03 18:15:00,16.57431983,6.03636247,NA,NA,NA
"267",2022-01-03 18:30:00,16.57352245,6.044378888,NA,NA,NA
"268",2022-01-03 18:45:00,16.32862562,6.028346053,NA,NA,NA
"269",2022-01-03 19:00:00,16.47796523,6.012313217,NA,NA,NA
"270",2022-01-03 19:15:00,16.40514124,6.03636247,NA,NA,NA
"271",2022-01-03 19:30:00,16.33612151,6.004344933,NA,NA,NA
"272",2022-01-03 19:45:00,16.42932743,6.028346053,NA,NA,NA
"273",2022-01-03 20:00:00,16.43681847,6.028297727,NA,NA,NA
"274",2022-01-03 20:15:00,16.28721962,6.012265021,NA,NA,NA
"275",2022-01-03 20:30:00,16.42038758,5.996184246,NA,NA,NA
"276",2022-01-03 20:45:00,16.38765955,6.020233114,NA,NA,NA
"277",2022-01-03 21:00:00,16.32666153,6.020233114,NA,NA,NA
"278",2022-01-03 21:15:00,16.412633,6.004152404,NA,NA,NA
"279",2022-01-03 21:30:00,16.35545863,6.020184854,NA,NA,NA
"280",2022-01-03 21:45:00,16.25344794,6.020184854,NA,NA,NA
"281",2022-01-03 22:00:00,16.36282008,6.020184854,NA,NA,NA
"282",2022-01-03 22:15:00,16.35401635,6.044330434,NA,NA,NA
"283",2022-01-03 22:30:00,16.19718875,6.028346053,NA,NA,NA
"284",2022-01-03 22:45:00,16.41867624,5.996328451,NA,NA,NA
"285",2022-01-03 23:00:00,16.26570254,5.996376521,NA,NA,NA
"286",2022-01-03 23:15:00,16.13278274,6.012409613,NA,NA,NA
"287",2022-01-03 23:30:00,16.337983,5.972374761,NA,NA,NA
"288",2022-01-03 23:45:00,16.32129544,6.004441202,NA,NA,NA
"289",2022-01-04 00:00:00,16.17235546,6.036459252,NA,NA,NA
"290",2022-01-04 00:15:00,16.36203303,6.0042968,NA,NA,NA
"291",2022-01-04 00:30:00,16.32194966,6.012265021,NA,NA,NA
"292",2022-01-04 00:45:00,16.22020349,6.012168629,NA,NA,NA
"293",2022-01-04 01:00:00,16.28896887,6.012168629,NA,NA,NA
"294",2022-01-04 01:15:00,16.2561221,5.996184246,NA,NA,NA
"295",2022-01-04 01:30:00,16.12360091,6.020233114,NA,NA,NA
"296",2022-01-04 01:45:00,16.29620129,6.0042968,NA,NA,NA
"297",2022-01-04 02:00:00,16.30343302,5.972279006,NA,NA,NA
"298",2022-01-04 02:15:00,16.20286857,5.980295488,NA,NA,NA
"299",2022-01-04 02:30:00,16.22379865,6.004344933,NA,NA,NA
"300",2022-01-04 02:45:00,16.27899521,5.980343429,NA,NA,NA
"301",2022-01-04 03:00:00,16.12179127,5.988359975,NA,NA,NA
"302",2022-01-04 03:15:00,16.2389189,5.996376521,NA,NA,NA
"303",2022-01-04 03:30:00,16.23839828,5.988311969,NA,NA,NA
"304",2022-01-04 03:45:00,16.12967877,6.028442706,NA,NA,NA
