wolv utc-9,wolv wt cor fDOM QSE,"Fractional day of year 2020. 1= 1/2/20 0:00hrs, ""43832""",
5/2/2020 16:15,3.63,121.68,
5/2/2020 16:30,3.7,121.69,
5/2/2020 16:45,3.78,121.70,
5/2/2020 17:00,3.78,121.71,
5/2/2020 17:15,3.78,121.72,
5/2/2020 17:30,3.78,121.73,
5/2/2020 17:45,3.7,121.74,
5/2/2020 18:00,3.7,121.75,
5/2/2020 18:15,3.7,121.76,
5/2/2020 18:30,3.7,121.77,
5/2/2020 18:45,3.7,121.78,
5/2/2020 19:00,3.62,121.79,
5/2/2020 19:15,3.62,121.80,
5/2/2020 19:30,3.54,121.81,
5/2/2020 19:45,3.53,121.82,
5/2/2020 20:00,3.54,121.83,
5/2/2020 20:15,3.45,121.84,
5/2/2020 20:30,3.46,121.85,
5/2/2020 20:45,3.46,121.86,
5/2/2020 21:00,3.38,121.88,
5/2/2020 21:15,3.29,121.89,
5/2/2020 21:30,3.29,121.90,
5/2/2020 21:45,3.29,121.91,
5/2/2020 22:00,3.3,121.92,
5/2/2020 22:15,3.21,121.93,
5/2/2020 22:30,3.21,121.94,
5/2/2020 22:45,3.21,121.95,
5/2/2020 23:00,3.21,121.96,
5/2/2020 23:15,3.21,121.97,
5/2/2020 23:30,3.13,121.98,
5/2/2020 23:45,3.13,121.99,
5/3/2020 0:00,3.13,122.00,
5/3/2020 0:15,3.13,122.01,
5/3/2020 0:30,3.13,122.02,
5/3/2020 0:45,3.05,122.03,
5/3/2020 1:00,3.13,122.04,
5/3/2020 1:15,3.05,122.05,
5/3/2020 1:30,3.05,122.06,
5/3/2020 1:45,3.05,122.07,
5/3/2020 2:00,3.05,122.08,
5/3/2020 2:15,3.05,122.09,
5/3/2020 2:30,3.05,122.10,
5/3/2020 2:45,3.05,122.11,
5/3/2020 3:00,3.05,122.13,
5/3/2020 3:15,3.05,122.14,
5/3/2020 3:30,3.05,122.15,
5/3/2020 3:45,2.97,122.16,
5/3/2020 4:00,2.97,122.17,
5/3/2020 4:15,2.97,122.18,
5/3/2020 4:30,2.89,122.19,
5/3/2020 4:45,2.97,122.20,
5/3/2020 5:00,2.89,122.21,
5/3/2020 5:15,2.97,122.22,
5/3/2020 5:30,2.89,122.23,
5/3/2020 5:45,2.89,122.24,
5/3/2020 6:00,2.89,122.25,
5/3/2020 6:15,2.89,122.26,
5/3/2020 6:30,2.89,122.27,
5/3/2020 6:45,2.89,122.28,
5/3/2020 7:00,2.81,122.29,
5/3/2020 7:15,2.81,122.30,
5/3/2020 7:30,2.81,122.31,
5/3/2020 7:45,2.73,122.32,
5/3/2020 8:00,2.73,122.33,
5/3/2020 8:15,2.73,122.34,
5/3/2020 8:30,2.74,122.35,
5/3/2020 8:45,2.74,122.36,
5/3/2020 9:00,2.74,122.38,
5/3/2020 9:15,2.82,122.39,
5/3/2020 9:30,2.57,122.40,
5/3/2020 9:45,2.65,122.41,
5/3/2020 10:00,2.65,122.42,
5/3/2020 10:15,2.65,122.43,
5/3/2020 10:30,2.65,122.44,
5/3/2020 10:45,2.66,122.45,
5/3/2020 11:00,2.58,122.46,
5/3/2020 11:15,2.58,122.47,
5/3/2020 11:30,2.58,122.48,
5/3/2020 11:45,2.66,122.49,
5/3/2020 12:00,2.66,122.50,
5/3/2020 12:15,2.66,122.51,
5/3/2020 12:30,2.58,122.52,
5/3/2020 12:45,2.58,122.53,
5/3/2020 13:00,2.58,122.54,
5/3/2020 13:15,2.58,122.55,
5/3/2020 13:30,2.58,122.56,
5/3/2020 13:45,2.58,122.57,
5/3/2020 14:00,2.66,122.58,
5/3/2020 14:15,2.66,122.59,
5/3/2020 14:30,2.66,122.60,
5/3/2020 14:45,2.66,122.61,
5/3/2020 15:00,2.66,122.63,
5/3/2020 15:15,2.74,122.64,
5/3/2020 15:30,2.82,122.65,
5/3/2020 15:45,2.82,122.66,
5/3/2020 16:00,2.82,122.67,
5/3/2020 16:15,2.9,122.68,
5/3/2020 16:30,2.9,122.69,
5/3/2020 16:45,2.98,122.70,
5/3/2020 17:00,2.98,122.71,
5/3/2020 17:15,3.06,122.72,
5/3/2020 17:30,3.06,122.73,
5/3/2020 17:45,3.06,122.74,
5/3/2020 18:00,3.14,122.75,
5/3/2020 18:15,3.14,122.76,
5/3/2020 18:30,3.14,122.77,
5/3/2020 18:45,3.22,122.78,
5/3/2020 19:00,3.3,122.79,
5/3/2020 19:15,3.3,122.80,
5/3/2020 19:30,3.3,122.81,
5/3/2020 19:45,3.38,122.82,
5/3/2020 20:00,3.38,122.83,
5/3/2020 20:15,3.38,122.84,
5/3/2020 20:30,3.46,122.85,
5/3/2020 20:45,3.46,122.86,
5/3/2020 21:00,3.46,122.88,
5/3/2020 21:15,3.46,122.89,
5/3/2020 21:30,3.46,122.90,
5/3/2020 21:45,3.54,122.91,
5/3/2020 22:00,3.46,122.92,
5/3/2020 22:15,3.46,122.93,
5/3/2020 22:30,3.46,122.94,
5/3/2020 22:45,3.46,122.95,
5/3/2020 23:00,3.45,122.96,
5/3/2020 23:15,3.45,122.97,
5/3/2020 23:30,3.45,122.98,
5/3/2020 23:45,3.37,122.99,
5/4/2020 0:00,3.54,123.00,
5/4/2020 0:15,3.46,123.01,
5/4/2020 0:30,3.45,123.02,
5/4/2020 0:45,3.45,123.03,
5/4/2020 1:00,3.46,123.04,
5/4/2020 1:15,3.45,123.05,
5/4/2020 1:30,3.45,123.06,
5/4/2020 1:45,3.46,123.07,
5/4/2020 2:00,3.45,123.08,
5/4/2020 2:15,3.46,123.09,
5/4/2020 2:30,3.46,123.10,
5/4/2020 2:45,3.46,123.11,
5/4/2020 3:00,3.37,123.13,
5/4/2020 3:15,3.46,123.14,
5/4/2020 3:30,3.46,123.15,
5/4/2020 3:45,3.46,123.16,
5/4/2020 4:00,3.46,123.17,
5/4/2020 4:15,3.46,123.18,
5/4/2020 4:30,3.46,123.19,
5/4/2020 4:45,3.54,123.20,
5/4/2020 5:00,3.54,123.21,
5/4/2020 5:15,3.62,123.22,
5/4/2020 5:30,3.7,123.23,
5/4/2020 5:45,3.7,123.24,
5/4/2020 6:00,3.78,123.25,
5/4/2020 6:15,3.86,123.26,
5/4/2020 6:30,3.86,123.27,
5/4/2020 6:45,3.94,123.28,
5/4/2020 7:00,4.02,123.29,
5/4/2020 7:15,4.18,123.30,
5/4/2020 7:30,4.26,123.31,
5/4/2020 7:45,4.34,123.32,
5/4/2020 8:00,4.42,123.33,
5/4/2020 8:15,4.58,123.34,
5/4/2020 8:30,4.74,123.35,
5/4/2020 8:45,4.82,123.36,
5/4/2020 9:00,4.89,123.38,
5/4/2020 9:15,5.13,123.39,
5/4/2020 9:30,5.45,123.40,
5/4/2020 9:45,5.77,123.41,
5/4/2020 10:00,5.77,123.42,
5/4/2020 10:15,5.85,123.43,
5/4/2020 10:30,6.01,123.44,
5/4/2020 10:45,6.25,123.45,
5/4/2020 11:00,6.41,123.46,
5/4/2020 11:15,6.49,123.47,
5/4/2020 11:30,6.57,123.48,
5/4/2020 11:45,6.81,123.49,
5/4/2020 12:00,6.65,123.50,
5/4/2020 12:15,6.74,123.51,
5/4/2020 12:30,6.65,123.52,
5/4/2020 12:45,6.65,123.53,
5/4/2020 13:00,6.74,123.54,
5/4/2020 13:15,6.66,123.55,
5/4/2020 13:30,6.66,123.56,
5/4/2020 13:45,6.58,123.57,
5/4/2020 14:00,6.66,123.58,
5/4/2020 14:15,6.74,123.59,
5/4/2020 14:30,6.74,123.60,
5/4/2020 14:45,6.66,123.61,
5/4/2020 15:00,6.58,123.63,
5/4/2020 15:15,6.58,123.64,
5/4/2020 15:30,6.51,123.65,
5/4/2020 15:45,6.43,123.66,
5/4/2020 16:00,6.34,123.67,
5/4/2020 16:15,6.34,123.68,
5/4/2020 16:30,6.26,123.69,
5/4/2020 16:45,6.26,123.70,
5/4/2020 17:00,6.27,123.71,
5/4/2020 17:15,6.11,123.72,
5/4/2020 17:30,6.03,123.73,
5/4/2020 17:45,5.95,123.74,
5/4/2020 18:00,5.87,123.75,
5/4/2020 18:15,5.87,123.76,
5/4/2020 18:30,5.79,123.77,
5/4/2020 18:45,5.71,123.78,
5/4/2020 19:00,5.71,123.79,
5/4/2020 19:15,5.55,123.80,
5/4/2020 19:30,5.47,123.81,
5/4/2020 19:45,5.39,123.82,
5/4/2020 20:00,5.47,123.83,
5/4/2020 20:15,5.39,123.84,
5/4/2020 20:30,5.31,123.85,
5/4/2020 20:45,5.31,123.86,
5/4/2020 21:00,5.23,123.88,
5/4/2020 21:15,5.14,123.89,
5/4/2020 21:30,5.06,123.90,
5/4/2020 21:45,5.06,123.91,
5/4/2020 22:00,5.06,123.92,
5/4/2020 22:15,5.06,123.93,
5/4/2020 22:30,4.98,123.94,
5/4/2020 22:45,4.98,123.95,
5/4/2020 23:00,4.9,123.96,
5/4/2020 23:15,4.9,123.97,
5/4/2020 23:30,4.82,123.98,
5/4/2020 23:45,4.82,123.99,
5/5/2020 0:00,4.82,124.00,
5/5/2020 0:15,4.82,124.01,
5/5/2020 0:30,4.74,124.02,
5/5/2020 0:45,4.74,124.03,
5/5/2020 1:00,4.74,124.04,
5/5/2020 1:15,4.66,124.05,
5/5/2020 1:30,4.58,124.06,
5/5/2020 1:45,4.66,124.07,
5/5/2020 2:00,4.58,124.08,
5/5/2020 2:15,4.5,124.09,
5/5/2020 2:30,4.5,124.10,
5/5/2020 2:45,4.5,124.11,
5/5/2020 3:00,4.5,124.13,
5/5/2020 3:15,4.5,124.14,
5/5/2020 3:30,4.42,124.15,
5/5/2020 3:45,4.42,124.16,
5/5/2020 4:00,4.34,124.17,
5/5/2020 4:15,4.34,124.18,
5/5/2020 4:30,4.26,124.19,
5/5/2020 4:45,4.34,124.20,
5/5/2020 5:00,4.34,124.21,
5/5/2020 5:15,4.26,124.22,
5/5/2020 5:30,4.26,124.23,
5/5/2020 5:45,4.26,124.24,
5/5/2020 6:00,4.34,124.25,
5/5/2020 6:15,4.18,124.26,
5/5/2020 6:30,4.18,124.27,
5/5/2020 6:45,4.18,124.28,
5/5/2020 7:00,4.18,124.29,
5/5/2020 7:15,4.1,124.30,
5/5/2020 7:30,4.1,124.31,
5/5/2020 7:45,4.02,124.32,
5/5/2020 8:00,4.02,124.33,
5/5/2020 8:15,4.02,124.34,
5/5/2020 8:30,3.94,124.35,
5/5/2020 8:45,3.86,124.36,
5/5/2020 9:00,3.86,124.38,
5/5/2020 9:15,3.86,124.39,
5/5/2020 9:30,3.78,124.40,
5/5/2020 9:45,3.87,124.41,
5/5/2020 10:00,3.79,124.42,
5/5/2020 10:15,3.79,124.43,
5/5/2020 10:30,3.79,124.44,
5/5/2020 10:45,3.71,124.45,
5/5/2020 11:00,3.72,124.46,
5/5/2020 11:15,3.72,124.47,
5/5/2020 11:30,3.72,124.48,
5/5/2020 11:45,3.72,124.49,
5/5/2020 12:00,3.72,124.50,
5/5/2020 12:15,3.72,124.51,
5/5/2020 12:30,3.8,124.52,
5/5/2020 12:45,3.8,124.53,
5/5/2020 13:00,3.8,124.54,
5/5/2020 13:15,3.88,124.55,
5/5/2020 13:30,3.88,124.56,
5/5/2020 13:45,3.88,124.57,
5/5/2020 14:00,3.96,124.58,
5/5/2020 14:15,4.04,124.59,
5/5/2020 14:30,4.13,124.60,
5/5/2020 14:45,4.13,124.61,
5/5/2020 15:00,4.21,124.63,
5/5/2020 15:15,4.29,124.64,
5/5/2020 15:30,4.37,124.65,
5/5/2020 15:45,4.45,124.66,
5/5/2020 16:00,4.37,124.67,
5/5/2020 16:15,4.37,124.68,
5/5/2020 16:30,4.37,124.69,
5/5/2020 16:45,4.37,124.70,
5/5/2020 17:00,4.29,124.71,
5/5/2020 17:15,4.29,124.72,
5/5/2020 17:30,4.2,124.73,
5/5/2020 17:45,4.2,124.74,
5/5/2020 18:00,4.2,124.75,
5/5/2020 18:15,4.03,124.76,
5/5/2020 18:30,4.03,124.77,
5/5/2020 18:45,4.03,124.78,
5/5/2020 19:00,3.95,124.79,
5/5/2020 19:15,3.87,124.80,
5/5/2020 19:30,3.87,124.81,
5/5/2020 19:45,3.87,124.82,
5/5/2020 20:00,3.79,124.83,
5/5/2020 20:15,3.79,124.84,
5/5/2020 20:30,3.79,124.85,
5/5/2020 20:45,3.79,124.86,
5/5/2020 21:00,3.71,124.88,
5/5/2020 21:15,3.63,124.89,
5/5/2020 21:30,3.55,124.90,
5/5/2020 21:45,3.63,124.91,
5/5/2020 22:00,3.62,124.92,
5/5/2020 22:15,3.62,124.93,
5/5/2020 22:30,3.62,124.94,
5/5/2020 22:45,3.62,124.95,
5/5/2020 23:00,3.54,124.96,
5/5/2020 23:15,3.54,124.97,
5/5/2020 23:30,3.54,124.98,
5/5/2020 23:45,3.54,124.99,
5/6/2020 0:00,3.54,125.00,
5/6/2020 0:15,3.54,125.01,
5/6/2020 0:30,3.46,125.02,
5/6/2020 0:45,3.46,125.03,
5/6/2020 1:00,3.54,125.04,
5/6/2020 1:15,3.46,125.05,
5/6/2020 1:30,3.46,125.06,
5/6/2020 1:45,3.46,125.07,
5/6/2020 2:00,3.46,125.08,
5/6/2020 2:15,3.46,125.09,
5/6/2020 2:30,3.46,125.10,
5/6/2020 2:45,3.46,125.11,
5/6/2020 3:00,3.38,125.13,
5/6/2020 3:15,3.38,125.14,
5/6/2020 3:30,3.38,125.15,
5/6/2020 3:45,3.38,125.16,
5/6/2020 4:00,3.38,125.17,
5/6/2020 4:15,3.38,125.18,
5/6/2020 4:30,3.29,125.19,
5/6/2020 4:45,3.37,125.20,
5/6/2020 5:00,3.13,125.21,
5/6/2020 5:15,3.21,125.22,
5/6/2020 5:30,3.29,125.23,
5/6/2020 5:45,3.29,125.24,
5/6/2020 6:00,3.29,125.25,
5/6/2020 6:15,3.29,125.26,
5/6/2020 6:30,3.29,125.27,
5/6/2020 6:45,3.21,125.28,
5/6/2020 7:00,3.21,125.29,
5/6/2020 7:15,3.22,125.30,
5/6/2020 7:30,3.22,125.31,
5/6/2020 7:45,3.14,125.32,
5/6/2020 8:00,3.14,125.33,
5/6/2020 8:15,3.14,125.34,
5/6/2020 8:30,3.14,125.35,
5/6/2020 8:45,3.06,125.36,
5/6/2020 9:00,3.06,125.38,
5/6/2020 9:15,3.06,125.39,
5/6/2020 9:30,3.07,125.40,
5/6/2020 9:45,2.99,125.41,
5/6/2020 10:00,3.07,125.42,
5/6/2020 10:15,2.99,125.43,
5/6/2020 10:30,2.99,125.44,
5/6/2020 10:45,2.99,125.45,
5/6/2020 11:00,2.99,125.46,
5/6/2020 11:15,2.99,125.47,
5/6/2020 11:30,2.99,125.48,
5/6/2020 11:45,3,125.49,
5/6/2020 12:00,3,125.50,
5/6/2020 12:15,3,125.51,
5/6/2020 12:30,3,125.52,
5/6/2020 12:45,3.08,125.53,
5/6/2020 13:00,3.08,125.54,
5/6/2020 13:15,3.08,125.55,
5/6/2020 13:30,3.08,125.56,
5/6/2020 13:45,3.08,125.57,
5/6/2020 14:00,3.08,125.58,
5/6/2020 14:15,3.16,125.59,
5/6/2020 14:30,3.24,125.60,
5/6/2020 14:45,3.24,125.61,
5/6/2020 15:00,3.33,125.63,
5/6/2020 15:15,3.32,125.64,
5/6/2020 15:30,3.32,125.65,
5/6/2020 15:45,3.4,125.66,
5/6/2020 16:00,3.4,125.67,
5/6/2020 16:15,3.48,125.68,
5/6/2020 16:30,3.4,125.69,
5/6/2020 16:45,3.48,125.70,
5/6/2020 17:00,3.48,125.71,
5/6/2020 17:15,3.48,125.72,
5/6/2020 17:30,3.48,125.73,
5/6/2020 17:45,3.4,125.74,
5/6/2020 18:00,3.4,125.75,
5/6/2020 18:15,3.39,125.76,
5/6/2020 18:30,3.4,125.77,
5/6/2020 18:45,3.4,125.78,
5/6/2020 19:00,3.31,125.79,
5/6/2020 19:15,3.31,125.80,
5/6/2020 19:30,3.31,125.81,
5/6/2020 19:45,3.23,125.82,
5/6/2020 20:00,3.23,125.83,
5/6/2020 20:15,3.23,125.84,
5/6/2020 20:30,3.23,125.85,
5/6/2020 20:45,3.23,125.86,
5/6/2020 21:00,3.15,125.88,
5/6/2020 21:15,3.15,125.89,
5/6/2020 21:30,3.07,125.90,
5/6/2020 21:45,3.07,125.91,
5/6/2020 22:00,3.06,125.92,
5/6/2020 22:15,3.06,125.93,
5/6/2020 22:30,3.06,125.94,
5/6/2020 22:45,2.98,125.95,
5/6/2020 23:00,2.98,125.96,
5/6/2020 23:15,2.98,125.97,
5/6/2020 23:30,2.9,125.98,
5/6/2020 23:45,2.9,125.99,
5/7/2020 0:00,2.98,126.00,
5/7/2020 0:15,2.9,126.01,
5/7/2020 0:30,2.98,126.02,
5/7/2020 0:45,2.9,126.03,
5/7/2020 1:00,2.9,126.04,
5/7/2020 1:15,2.9,126.05,
5/7/2020 1:30,2.82,126.06,
5/7/2020 1:45,2.9,126.07,
5/7/2020 2:00,2.9,126.08,
5/7/2020 2:15,2.9,126.09,
5/7/2020 2:30,2.82,126.10,
5/7/2020 2:45,2.82,126.11,
5/7/2020 3:00,2.82,126.13,
5/7/2020 3:15,2.82,126.14,
5/7/2020 3:30,2.82,126.15,
5/7/2020 3:45,2.82,126.16,
5/7/2020 4:00,2.82,126.17,
5/7/2020 4:15,2.82,126.18,
5/7/2020 4:30,2.82,126.19,
5/7/2020 4:45,2.9,126.20,
5/7/2020 5:00,2.9,126.21,
5/7/2020 5:15,2.9,126.22,
5/7/2020 5:30,2.9,126.23,
5/7/2020 5:45,2.9,126.24,
5/7/2020 6:00,2.98,126.25,
5/7/2020 6:15,2.98,126.26,
5/7/2020 6:30,2.98,126.27,
5/7/2020 6:45,3.06,126.28,
5/7/2020 7:00,3.06,126.29,
5/7/2020 7:15,3.14,126.30,
5/7/2020 7:30,3.14,126.31,
5/7/2020 7:45,3.22,126.32,
5/7/2020 8:00,3.3,126.33,
5/7/2020 8:15,3.3,126.34,
5/7/2020 8:30,3.3,126.35,
5/7/2020 8:45,3.38,126.36,
5/7/2020 9:00,3.38,126.38,
5/7/2020 9:15,3.46,126.39,
5/7/2020 9:30,3.46,126.40,
5/7/2020 9:45,3.54,126.41,
5/7/2020 10:00,3.46,126.42,
5/7/2020 10:15,3.46,126.43,
5/7/2020 10:30,3.54,126.44,
5/7/2020 10:45,3.63,126.45,
5/7/2020 11:00,3.71,126.46,
5/7/2020 11:15,3.87,126.47,
5/7/2020 11:30,4.03,126.48,
5/7/2020 11:45,4.19,126.49,
5/7/2020 12:00,4.28,126.50,
5/7/2020 12:15,4.36,126.51,
5/7/2020 12:30,4.44,126.52,
5/7/2020 12:45,4.44,126.53,
5/7/2020 13:00,4.52,126.54,
5/7/2020 13:15,4.6,126.55,
5/7/2020 13:30,4.68,126.56,
5/7/2020 13:45,4.76,126.57,
5/7/2020 14:00,4.68,126.58,
5/7/2020 14:15,4.68,126.59,
5/7/2020 14:30,4.84,126.60,
5/7/2020 14:45,4.83,126.61,
5/7/2020 15:00,4.91,126.63,
5/7/2020 15:15,5,126.64,
5/7/2020 15:30,5.07,126.65,
5/7/2020 15:45,5.15,126.66,
5/7/2020 16:00,5.23,126.67,
5/7/2020 16:15,5.31,126.68,
5/7/2020 16:30,5.31,126.69,
5/7/2020 16:45,5.31,126.70,
5/7/2020 17:00,5.47,126.71,
5/7/2020 17:15,5.39,126.72,
5/7/2020 17:30,5.31,126.73,
5/7/2020 17:45,5.39,126.74,
5/7/2020 18:00,5.47,126.75,
5/7/2020 18:15,5.48,126.76,
5/7/2020 18:30,5.31,126.77,
5/7/2020 18:45,5.31,126.78,
5/7/2020 19:00,5.23,126.79,
5/7/2020 19:15,5.31,126.80,
5/7/2020 19:30,5.38,126.81,
5/7/2020 19:45,4.9,126.82,
5/7/2020 20:00,4.91,126.83,
5/7/2020 20:15,4.99,126.84,
5/7/2020 20:30,5.07,126.85,
5/7/2020 20:45,5.23,126.86,
5/7/2020 21:00,4.99,126.88,
5/7/2020 21:15,4.83,126.89,
5/7/2020 21:30,4.99,126.90,
5/7/2020 21:45,4.99,126.91,
5/7/2020 22:00,5.15,126.92,
5/7/2020 22:15,5.07,126.93,
5/7/2020 22:30,5.32,126.94,
5/7/2020 22:45,5.39,126.95,
5/7/2020 23:00,5.39,126.96,
5/7/2020 23:15,5.56,126.97,
5/7/2020 23:30,5.64,126.98,
5/7/2020 23:45,5.64,126.99,
5/8/2020 0:00,5.72,127.00,
5/8/2020 0:15,5.8,127.01,
5/8/2020 0:30,5.96,127.02,
5/8/2020 0:45,6.19,127.03,
5/8/2020 1:00,6.28,127.04,
5/8/2020 1:15,6.35,127.05,
5/8/2020 1:30,6.51,127.06,
5/8/2020 1:45,6.67,127.07,
5/8/2020 2:00,6.84,127.08,
5/8/2020 2:15,6.92,127.09,
5/8/2020 2:30,6.99,127.10,
5/8/2020 2:45,7.08,127.11,
5/8/2020 3:00,7.08,127.13,
5/8/2020 3:15,7.07,127.14,
5/8/2020 3:30,7.15,127.15,
5/8/2020 3:45,7.07,127.16,
5/8/2020 4:00,7.23,127.17,
5/8/2020 4:15,7.15,127.18,
5/8/2020 4:30,7.07,127.19,
5/8/2020 4:45,7.07,127.20,
5/8/2020 5:00,7.08,127.21,
5/8/2020 5:15,7.24,127.22,
5/8/2020 5:30,7.16,127.23,
5/8/2020 5:45,7.08,127.24,
5/8/2020 6:00,7.08,127.25,
5/8/2020 6:15,6.91,127.26,
5/8/2020 6:30,6.99,127.27,
5/8/2020 6:45,6.91,127.28,
5/8/2020 7:00,6.83,127.29,
5/8/2020 7:15,6.84,127.30,
5/8/2020 7:30,6.84,127.31,
5/8/2020 7:45,6.68,127.32,
5/8/2020 8:00,6.68,127.33,
5/8/2020 8:15,6.6,127.34,
5/8/2020 8:30,6.6,127.35,
5/8/2020 8:45,6.76,127.36,
5/8/2020 9:00,6.43,127.38,
5/8/2020 9:15,6.35,127.39,
5/8/2020 9:30,6.26,127.40,
5/8/2020 9:45,6.43,127.41,
5/8/2020 10:00,6.44,127.42,
5/8/2020 10:15,6.36,127.43,
5/8/2020 10:30,6.61,127.44,
5/8/2020 10:45,6.28,127.45,
5/8/2020 11:00,6.28,127.46,
5/8/2020 11:15,6.2,127.47,
5/8/2020 11:30,6.2,127.48,
5/8/2020 11:45,6.2,127.49,
5/8/2020 12:00,6.21,127.50,
5/8/2020 12:15,6.04,127.51,
5/8/2020 12:30,6.05,127.52,
5/8/2020 12:45,5.97,127.53,
5/8/2020 13:00,5.88,127.54,
5/8/2020 13:15,5.89,127.55,
5/8/2020 13:30,5.97,127.56,
5/8/2020 13:45,5.89,127.57,
5/8/2020 14:00,5.89,127.58,
5/8/2020 14:15,5.81,127.59,
5/8/2020 14:30,5.74,127.60,
5/8/2020 14:45,5.65,127.61,
5/8/2020 15:00,5.65,127.63,
5/8/2020 15:15,5.65,127.64,
5/8/2020 15:30,5.57,127.65,
5/8/2020 15:45,5.57,127.66,
5/8/2020 16:00,5.49,127.67,
5/8/2020 16:15,5.49,127.68,
5/8/2020 16:30,5.41,127.69,
5/8/2020 16:45,5.33,127.70,
5/8/2020 17:00,5.33,127.71,
5/8/2020 17:15,5.25,127.72,
5/8/2020 17:30,5.25,127.73,
5/8/2020 17:45,5.17,127.74,
5/8/2020 18:00,5.17,127.75,
5/8/2020 18:15,5.09,127.76,
5/8/2020 18:30,5.09,127.77,
5/8/2020 18:45,5.09,127.78,
5/8/2020 19:00,5.01,127.79,
5/8/2020 19:15,5.01,127.80,
5/8/2020 19:30,5.01,127.81,
5/8/2020 19:45,5.01,127.82,
5/8/2020 20:00,4.93,127.83,
5/8/2020 20:15,4.85,127.84,
5/8/2020 20:30,4.93,127.85,
5/8/2020 20:45,4.93,127.86,
5/8/2020 21:00,4.93,127.88,
5/8/2020 21:15,4.85,127.89,
5/8/2020 21:30,4.84,127.90,
5/8/2020 21:45,4.84,127.91,
5/8/2020 22:00,4.84,127.92,
5/8/2020 22:15,4.92,127.93,
5/8/2020 22:30,5,127.94,
5/8/2020 22:45,5.25,127.95,
5/8/2020 23:00,5.33,127.96,
5/8/2020 23:15,5.41,127.97,
5/8/2020 23:30,5.49,127.98,
5/8/2020 23:45,5.49,127.99,
5/9/2020 0:00,5.41,128.00,
5/9/2020 0:15,5.41,128.01,
5/9/2020 0:30,5.33,128.02,
5/9/2020 0:45,5.32,128.03,
5/9/2020 1:00,5.24,128.04,
5/9/2020 1:15,5.16,128.05,
5/9/2020 1:30,5.08,128.06,
5/9/2020 1:45,5.08,128.07,
5/9/2020 2:00,5.08,128.08,
5/9/2020 2:15,5,128.09,
5/9/2020 2:30,4.92,128.10,
5/9/2020 2:45,4.92,128.11,
5/9/2020 3:00,4.84,128.13,
5/9/2020 3:15,4.84,128.14,
5/9/2020 3:30,4.84,128.15,
5/9/2020 3:45,4.76,128.16,
5/9/2020 4:00,4.76,128.17,
5/9/2020 4:15,4.59,128.18,
5/9/2020 4:30,4.59,128.19,
5/9/2020 4:45,4.59,128.20,
5/9/2020 5:00,4.59,128.21,
5/9/2020 5:15,4.51,128.22,
5/9/2020 5:30,4.51,128.23,
5/9/2020 5:45,4.43,128.24,
5/9/2020 6:00,4.43,128.25,
5/9/2020 6:15,4.35,128.26,
5/9/2020 6:30,4.35,128.27,
5/9/2020 6:45,4.35,128.28,
5/9/2020 7:00,4.27,128.29,
5/9/2020 7:15,4.28,128.30,
5/9/2020 7:30,4.19,128.31,
5/9/2020 7:45,4.2,128.32,
5/9/2020 8:00,4.12,128.33,
5/9/2020 8:15,4.2,128.34,
5/9/2020 8:30,4.12,128.35,
5/9/2020 8:45,4.04,128.36,
5/9/2020 9:00,4.04,128.38,
5/9/2020 9:15,4.04,128.39,
5/9/2020 9:30,3.96,128.40,
5/9/2020 9:45,3.89,128.41,
5/9/2020 10:00,3.89,128.42,
5/9/2020 10:15,3.89,128.43,
5/9/2020 10:30,3.9,128.44,
5/9/2020 10:45,3.9,128.45,
5/9/2020 11:00,3.98,128.46,
5/9/2020 11:15,3.98,128.47,
5/9/2020 11:30,3.98,128.48,
5/9/2020 11:45,4.07,128.49,
5/9/2020 12:00,4.07,128.50,
5/9/2020 12:15,4.07,128.51,
5/9/2020 12:30,4.15,128.52,
5/9/2020 12:45,4.15,128.53,
5/9/2020 13:00,4.23,128.54,
5/9/2020 13:15,4.31,128.55,
5/9/2020 13:30,4.31,128.56,
5/9/2020 13:45,4.31,128.57,
5/9/2020 14:00,4.31,128.58,
5/9/2020 14:15,4.31,128.59,
5/9/2020 14:30,4.31,128.60,
5/9/2020 14:45,4.31,128.61,
5/9/2020 15:00,4.39,128.63,
5/9/2020 15:15,4.31,128.64,
5/9/2020 15:30,4.31,128.65,
5/9/2020 15:45,4.23,128.66,
5/9/2020 16:00,4.23,128.67,
5/9/2020 16:15,4.23,128.68,
5/9/2020 16:30,4.23,128.69,
5/9/2020 16:45,4.15,128.70,
5/9/2020 17:00,4.15,128.71,
5/9/2020 17:15,4.15,128.72,
5/9/2020 17:30,4.14,128.73,
5/9/2020 17:45,4.06,128.74,
5/9/2020 18:00,4.14,128.75,
5/9/2020 18:15,4.06,128.76,
5/9/2020 18:30,3.98,128.77,
5/9/2020 18:45,3.9,128.78,
5/9/2020 19:00,3.89,128.79,
5/9/2020 19:15,3.89,128.80,
5/9/2020 19:30,3.89,128.81,
5/9/2020 19:45,3.89,128.82,
5/9/2020 20:00,3.81,128.83,
5/9/2020 20:15,3.81,128.84,
5/9/2020 20:30,3.73,128.85,
5/9/2020 20:45,3.64,128.86,
5/9/2020 21:00,3.72,128.88,
5/9/2020 21:15,3.72,128.89,
5/9/2020 21:30,3.56,128.90,
5/9/2020 21:45,3.55,128.91,
5/9/2020 22:00,3.56,128.92,
5/9/2020 22:15,3.56,128.93,
